datasheet_id|line|wargear_id|cost|is_index_wargear|model|is_upgrade|
000000061|1|000000105|5|false||true|
000000061|1|000000104|0|false||false|
000000061|2|000000151|0|false||false|
000000061|2|000000106|5|false||true|
000000061|3|000000107|5|false||true|
000000061|3|000000167|5|false||false|
000000061|4|000000108|5|false||true|
000000061|4|000000169|5|false||false|
000000061|5|000000151|0|false||true|
000000061|5|000000180|0|false||false|
000000061|6|000000182|0|false||false|
000000061|7|000000183|5|false||false|
000000061|8|000000185|0|false||false|
000000061|9|000000186|0|false||false|
000000061|10|000000187|5|false||false|
000000061|11|000000191|15|false||false|
000000063|1|000000101|0|false||false|
000000063|2|000002944|0|false||false|
000000063|3|000000168|0|false||false|
000000063|4|000000183|0|false||false|
000000063|5|000000186|0|false||false|
000000064|1|000000098|0|false||false|
000000064|1|000002944|0|false||true|
000000064|2|000000133|5|false||false|
000000064|2|000000180|5|false||true|
000000064|3|000000182|5|false||true|
000000064|3|000000156|0|false||false|
000000064|4|000000183|10|false||true|
000000064|4|000002944|0|false||false|
000000064|5|000000117|0|false||false|
000000064|5|000000185|5|false||true|
000000064|6|000000129|0|false||false|
000000064|6|000000186|5|false||true|
000000064|7|000000191|20|false||true|
000000064|8|000000105|10|false||true|
000000064|9|000000106|10|false||true|
000000064|10|000000107|10|false||true|
000000064|11|000000108|10|false||true|
000000064|12|000000151|5|false||true|
000000064|13|000000098|0|false||true|
000000064|14|000002424|5|false||true|
000000064|15|000000118|5|false||true|
000000064|16|000002977|5|false||true|
000000064|17|000000144|5|false||true|
000000065|1|000000105|10|false||true|
000000065|1|000000098|0|false||false|
000000065|2|000000106|10|false||true|
000000065|2|000000100|0|false||false|
000000065|3|000000107|10|false||true|
000000065|3|000000177|0|false||false|
000000065|4|000000108|10|false||true|
000000065|4|000000178|0|false||false|
000000065|5|000000151|5|false||true|
000000065|5|000000179|0|false||false|
000000065|6|000000098|0|false||true|
000000065|6|000000117|0|false||false|
000000065|7|000002424|5|false||true|
000000065|7|000000129|0|false||false|
000000065|8|000000118|5|false||true|
000000065|9|000002977|5|false||true|
000000065|10|000000144|5|false||true|
000000066|1|000000177|0|false||false|
000000066|1|000000105|10|false||true|
000000066|2|000000106|10|false||true|
000000066|2|000000178|0|false||false|
000000066|3|000000179|0|false||false|
000000066|3|000000107|10|false||true|
000000066|4|000000108|10|false||true|
000000066|5|000000151|5|false||true|
000000067|1|000000098|0|false||false|
000000067|2|000000100|0|false||false|
000000067|3|000000156|0|false||false|
000000067|4|000000177|0|false||false|
000000067|5|000000178|0|false||false|
000000067|6|000000179|0|false||false|
000000067|7|000000117|0|false||false|
000000067|8|000000129|0|false||false|
000000068|1|000000098|0|false||false|
000000068|1|000002944|0|false||true|
000000068|2|000000098|0|false||true|
000000068|2|000002984|0|false||false|
000000068|3|000000105|10|false||true|
000000068|3|000000100|0|false||false|
000000068|4|000000106|10|false||true|
000000068|4|000000141|15|false||false|
000000068|5|000000107|10|false||true|
000000068|5|000000115|0|false||false|
000000068|6|000000108|10|false||true|
000000068|6|000002983|0|false||false|
000000068|7|000000118|5|false||true|
000000068|7|000000189|0|false||false|
000000068|8|000002985|20|false||false|
000000068|8|000002424|5|false||true|
000000068|9|000002977|5|false||true|
000000068|9|000000117|0|false||false|
000000068|10|000000129|0|false||false|
000000068|10|000000180|0|false||true|
000000068|11|000000144|5|false||true|
000000068|12|000000182|0|false||true|
000000068|13|000000183|5|false||true|
000000068|14|000000185|0|false||true|
000000068|15|000000186|0|false||true|
000000068|16|000000151|5|false||true|
000000068|17|000000191|15|false||true|
000000069|1|000000122|0|false||false|
000000069|2|000000137|0|false||false|
000000069|3|000000140|0|false||false|
000000069|4|000000189|0|false||false|
000000070|1|000000098|0|false||false|
000000070|2|000000100|0|false||false|
000000070|3|000000109|20|false||false|
000000070|4|000000115|5|false||false|
000000070|5|000000141|5|false||false|
000000070|6|000000156|0|false||false|
000000070|7|000000182|5|false||false|
000000070|8|000000189|0|false||false|
000000070|9|000000117|0|false||false|
000000070|10|000000129|0|false||false|
000000071|1|000000098|0|false||false|
000000071|1|000000105|10|false||true|
000000071|2|000000106|10|false||true|
000000071|2|000000100|0|false||false|
000000071|3|000000107|10|false||true|
000000071|3|000000173|0|false||false|
000000071|4|000000108|10|false||true|
000000071|4|000000183|10|false||false|
000000071|5|000000117|0|false||false|
000000071|5|000000151|5|false||true|
000000071|6|000000129|0|false||false|
000000071|6|000000098|0|false||true|
000000071|7|000002424|5|false||true|
000000071|8|000000118|5|false||true|
000000071|9|000002977|5|false||true|
000000071|10|000000144|5|false||true|
000000072|1|000000151|0|false||false|
000000072|1|000000105|5|false||true|
000000072|2|000000106|5|false||true|
000000072|2|000000173|0|false||false|
000000072|3|000000107|5|false||true|
000000072|4|000000108|5|false||true|
000000072|5|000000151|0|false||true|
000000073|1|000000098|0|false||false|
000000073|2|000000100|0|false||false|
000000073|3|000000156|0|false||false|
000000073|4|000000173|0|false||false|
000000073|5|000000183|10|false||false|
000000073|6|000000117|0|false||false|
000000073|7|000000129|0|false||false|
000000074|1|000000098|0|false||false|
000000074|2|000002944|0|false||false|
000000074|3|000000117|0|false||false|
000000074|4|000000129|0|false||false|
000000075|1|000000098|0|false||false|
000000075|2|000000156|0|false||false|
000000075|3|000000170|0|false||false|
000000075|4|000000117|0|false||false|
000000075|5|000000129|0|false||false|
000000076|1|000000098|0|false||false|
000000076|2|000001649|0|false||false|
000000076|3|000002940|15|false||false|
000000076|4|000000144|5|false||false|
000000076|5|000003654|5|false||false|
000000076|6|000000105|5|false||false|
000000076|7|000000132|0|false||false|
000000076|8|000001643|0|false||false|
000000076|9|000002973|0|false||false|
000000076|10|000002944|0|false||false|
000000076|11|000002979|5|false||false|
000000076|12|000000181|0|false||false|
000000076|13|000000117|0|false||false|
000000076|14|000000129|0|false||false|
000000077|1|000000098|0|false||false|
000000077|1|000002944|0|false||true|
000000077|2|000000098|0|false||true|
000000077|2|000000100|0|false||false|
000000077|3|000000117|0|false||false|
000000077|3|000000105|10|false||true|
000000077|4|000000129|0|false||false|
000000077|4|000000106|10|false||true|
000000077|5|000000107|10|false||true|
000000077|6|000000108|10|false||true|
000000077|7|000000118|5|false||true|
000000077|8|000002424|5|false||true|
000000077|9|000002977|5|false||true|
000000077|10|000000180|5|false||true|
000000077|11|000000144|5|false||true|
000000077|12|000000182|5|false||true|
000000077|13|000000183|10|false||true|
000000077|14|000000185|5|false||true|
000000077|15|000000186|5|false||true|
000000077|16|000000151|5|false||true|
000000077|17|000000191|20|false||true|
000000078|1|000000098|0|false||false|
000000078|2|000000100|0|false||false|
000000078|3|000000156|0|false||false|
000000078|4|000000117|0|false||false|
000000078|5|000000129|0|false||false|
000000079|1|000000098|0|false||false|
000000079|2|000000099|0|false||false|
000000079|3|000000186|0|false||false|
000000079|4|000000117|0|false||false|
000000079|5|000000129|0|false||false|
000000080|1|000000098|0|false||false|
000000080|2|000000181|0|false||false|
000000080|3|000000117|0|false||false|
000000080|4|000000129|0|false||false|
000000081|1|000000098|0|false||false|
000000081|2|000000156|0|false||false|
000000081|3|000000181|5|false||false|
000000081|4|000000117|0|false||false|
000000081|5|000000129|0|false||false|
000000082|1|000002944|0|false||true|
000000082|1|000000098|0|false||false|
000000082|2|000000098|0|false||true|
000000082|2|000000100|0|false||false|
000000082|3|000000105|10|false||true|
000000082|3|000000117|0|false||false|
000000082|4|000000106|10|false||true|
000000082|4|000000129|0|false||false|
000000082|5|000000107|10|false||true|
000000082|6|000000108|10|false||true|
000000082|7|000000115|5|false||true|
000000082|8|000002976|10|false||true|
000000082|9|000000120|10|false||true|
000000082|10|000000118|5|false||true|
000000082|11|000002424|5|false||true|
000000082|12|000000122|10|false||true|
000000082|13|000000123|10|false||true|
000000082|14|000002977|5|false||true|
000000082|15|000000131|15|false||true|
000000082|16|000000180|3|false||true|
000000082|17|000000135|10|false||true|
000000082|18|000000136|15|false||true|
000000082|19|000000137|20|false||true|
000000082|20|000000140|15|false||true|
000000082|21|000000142|10|false||true|
000000082|22|000000144|5|false||true|
000000082|23|000000182|3|false||true|
000000082|24|000000183|8|false||true|
000000082|25|000000185|3|false||true|
000000082|26|000000186|3|false||true|
000000082|27|000000151|5|false||true|
000000082|28|000000191|12|false||true|
000000083|1|000000098|0|false||false|
000000083|2|000000100|0|false||false|
000000083|3|000000156|0|false||false|
000000083|4|000000170|0|false||false|
000000083|5|000000117|0|false||false|
000000083|6|000000129|0|false||false|
000000084|1|000002944|0|false||true|
000000084|1|000000098|0|false||false|
000000084|2|000000098|0|false||true|
000000084|2|000000100|0|false||false|
000000084|3|000000105|10|false||true|
000000084|3|000000117|0|false||false|
000000084|4|000000106|10|false||true|
000000084|4|000000129|0|false||false|
000000084|5|000000107|10|false||true|
000000084|6|000000108|10|false||true|
000000084|7|000000115|5|false||true|
000000084|8|000002976|10|false||true|
000000084|9|000000120|10|false||true|
000000084|10|000000118|5|false||true|
000000084|11|000002424|5|false||true|
000000084|12|000000122|10|false||true|
000000084|13|000000123|10|false||true|
000000084|14|000002977|5|false||true|
000000084|15|000000131|15|false||true|
000000084|16|000000180|5|false||true|
000000084|17|000000135|10|false||true|
000000084|18|000000136|15|false||true|
000000084|19|000000137|20|false||true|
000000084|20|000000140|15|false||true|
000000084|21|000000142|10|false||true|
000000084|22|000000144|5|false||true|
000000084|23|000000182|5|false||true|
000000084|24|000000183|10|false||true|
000000084|25|000000185|5|false||true|
000000084|26|000000186|5|false||true|
000000084|27|000000151|5|false||true|
000000084|28|000000191|15|false||true|
000000085|1|000002944|0|false||true|
000000085|1|000000097|0|false||false|
000000085|2|000000098|0|false||false|
000000085|2|000000098|0|false||true|
000000085|3|000000105|10|false||true|
000000085|3|000000144|5|false||false|
000000085|4|000000106|10|false||true|
000000085|4|000000100|0|false||false|
000000085|5|000000107|10|false||true|
000000085|5|000000122|10|false||false|
000000085|6|000000136|15|false||false|
000000085|6|000000108|10|false||true|
000000085|7|000000149|0|false||false|
000000085|7|000000115|5|false||true|
000000085|8|000000172|0|false||false|
000000085|8|000000120|5|false||true|
000000085|9|000000182|5|false||false|
000000085|9|000000118|5|false||true|
000000085|10|000002424|5|false||true|
000000085|10|000000186|5|false||false|
000000085|11|000002977|5|false||true|
000000085|11|000000117|0|false||false|
000000085|12|000000180|5|false||true|
000000085|12|000000129|0|false||false|
000000085|13|000000135|10|false||true|
000000085|14|000000142|10|false||true|
000000085|15|000000144|5|false||true|
000000085|16|000000182|5|false||true|
000000085|17|000000183|10|false||true|
000000085|18|000000185|5|false||true|
000000085|19|000000186|5|false||true|
000000085|20|000000151|5|false||true|
000000085|21|000000191|15|false||true|
000000086|1|000000098|0|false||false|
000000086|2|000000144|5|false||false|
000000086|3|000000096|5|false||false|
000000086|4|000001645|0|false||false|
000000086|5|000000099|0|false||false|
000000086|6|000001646|0|false||false|
000000086|7|000002424|5|false||false|
000000086|8|000002944|0|false||false|
000000086|9|000000183|10|false||false|
000000086|10|000000186|5|false||false|
000000086|11|000000191|20|false||false|
000000086|12|000000117|0|false||false|
000000086|13|000000129|0|false||false|
000000087|1|000000113|0|false||false|
000000087|2|000000114|0|false||false|
000000087|3|000000117|0|false||false|
000000087|4|000000129|0|false||false|
000000088|1|000000100|0|false||false|
000000088|2|000000098|0|false||false|
000000088|3|000000182|0|false||false|
000000088|4|000000117|0|false||false|
000000088|5|000000129|0|false||false|
000000089|1|000000186|0|false||false|
000000089|2|000000117|0|false||false|
000000089|3|000000129|0|false||false|
000000090|1|000000171|0|false||false|
000000090|2|000000181|0|false||false|
000000090|3|000000117|0|false||false|
000000090|4|000000129|0|false||false|
000000091|1|000000115|0|false||false|
000000091|2|000000126|10|false||false|
000000091|3|000000135|5|false||false|
000000091|4|000000190|0|false||false|
000000092|1|000000098|0|false||true|
000000092|1|000000098|0|false||false|
000000092|2|000000105|5|false||true|
000000092|2|000000123|10|false||false|
000000092|3|000000106|5|false||true|
000000092|3|000000150|0|false||false|
000000092|4|000002944|0|false||false|
000000092|4|000000107|5|false||true|
000000092|5|000000108|5|false||true|
000000092|5|000000180|5|false||false|
000000092|6|000000182|5|false||false|
000000092|6|000000115|5|false||true|
000000092|7|000000183|10|false||false|
000000092|7|000002976|10|false||true|
000000092|8|000000185|5|false||false|
000000092|8|000000120|10|false||true|
000000092|9|000000118|5|false||true|
000000092|9|000000186|5|false||false|
000000092|10|000000117|0|false||false|
000000092|10|000002424|5|false||true|
000000092|11|000000122|10|false||true|
000000092|11|000000129|0|false||false|
000000092|12|000000123|10|false||true|
000000092|13|000002977|5|false||true|
000000092|14|000000131|15|false||true|
000000092|15|000000135|10|false||true|
000000092|16|000000136|15|false||true|
000000092|17|000000137|20|false||true|
000000092|18|000000140|15|false||true|
000000092|19|000000142|10|false||true|
000000092|20|000000144|5|false||true|
000000092|21|000000151|3|false||true|
000000093|1|000000098|0|false||false|
000000093|1|000002944|0|false||true|
000000093|2|000000098|0|false||true|
000000093|2|000002944|0|false||false|
000000093|3|000002991|15|false||false|
000000093|3|000000118|5|false||true|
000000093|4|000000187|10|false||false|
000000093|4|000002424|5|false||true|
000000093|5|000000117|0|false||false|
000000093|5|000002977|5|false||true|
000000093|6|000000129|0|false||false|
000000093|6|000000180|3|false||true|
000000093|7|000000144|5|false||true|
000000093|8|000000182|3|false||true|
000000093|9|000000183|8|false||true|
000000093|10|000000185|3|false||true|
000000093|11|000000186|3|false||true|
000000093|12|000000191|12|false||true|
000000094|1|000000124|0|false||true|
000000094|1|000000095|0|false||false|
000000094|2|000002975|5|false||true|
000000094|2|000000123|5|false||false|
000000094|3|000000136|0|false||false|
000000094|3|000000137|5|false||true|
000000094|4|000000151|0|false||false|
000000094|4|000000160|20|false||true|
000000094|5|000000175|0|false||false|
000000094|6|000002994|0|false||false|
000000095|1|000000124|0|false||true|
000000095|1|000000095|0|false||false|
000000095|2|000002975|5|false||true|
000000095|2|000000123|5|false||false|
000000095|3|000000136|0|false||false|
000000095|3|000000137|5|false||true|
000000095|4|000000151|0|false||false|
000000095|4|000000160|20|false||true|
000000095|5|000000175|0|false||false|
000000095|6|000002995|10|false||false|
000000095|7|000002994|0|false||false|
000000096|1|000000104|0|false||false|
000000096|2|000000128|0|false||false|
000000096|3|000000137|0|false||false|
000000096|4|000000175|0|false||false|
000000097|1|000000123|5|false||false|
000000097|2|000000125|5|false||false|
000000097|3|000000126|5|false||false|
000000097|4|000000135|0|false||false|
000000097|5|000000151|0|false||false|
000000097|6|000002423|0|false||false|
000000097|7|000002996|0|false||false|
000000097|8|000000188|0|false||false|
000000098|1|000000095|10|false||false|
000000098|2|000000110|25|false||false|
000000098|3|000000123|5|false||false|
000000098|4|000000151|0|false||false|
000000098|5|000000169|0|false||false|
000000098|6|000000183|0|false||false|
000000098|7|000000186|0|false||false|
000000099|1|000000180|0|false||false|
000000099|2|000000191|10|false||false|
000000102|1|000000098|0|false||false|
000000102|1|000002944|0|false||true|
000000102|2|000000098|0|false||true|
000000102|2|000000115|0|false||false|
000000102|3|000000118|0|false||true|
000000102|3|000000144|0|false||false|
000000102|4|000000135|5|false||false|
000000102|4|000002424|0|false||true|
000000102|5|000000142|5|false||false|
000000102|5|000002977|0|false||true|
000000102|6|000002944|0|false||false|
000000102|6|000000180|0|false||true|
000000102|7|000000176|5|false||false|
000000102|7|000000144|0|false||true|
000000102|8|000000182|0|false||true|
000000102|8|000000117|0|false||false|
000000102|9|000000129|0|false||false|
000000102|9|000000183|5|false||true|
000000102|10|000000185|0|false||true|
000000102|11|000000186|0|false||true|
000000102|12|000000191|10|false||true|
000000103|1|000000094|0|false||false|
000000103|2|000001661|10|false||false|
000000104|1|000002944|0|false||true|
000000104|1|000000098|0|false||false|
000000104|2|000000096|0|false||false|
000000104|2|000000098|0|false||true|
000000104|3|000000097|0|false||false|
000000104|3|000000105|10|false||true|
000000104|4|000000106|10|false||true|
000000104|4|000000100|0|false||false|
000000104|5|000000107|10|false||true|
000000104|5|000000156|0|false||false|
000000104|6|000000108|10|false||true|
000000104|6|000000172|0|false||false|
000000104|7|000000117|0|false||false|
000000104|7|000000118|5|false||true|
000000104|8|000002424|5|false||true|
000000104|8|000000129|0|false||false|
000000104|9|000002977|5|false||true|
000000104|10|000000180|5|false||true|
000000104|11|000000144|5|false||true|
000000104|12|000000182|5|false||true|
000000104|13|000000183|10|false||true|
000000104|14|000000185|5|false||true|
000000104|15|000000186|5|false||true|
000000104|16|000000151|5|false||true|
000000104|17|000000191|15|false||true|
000000105|1|000002944|0|false||true|
000000105|1|000000098|0|false||false|
000000105|2|000000098|0|false||true|
000000105|2|000000144|5|false||false|
000000105|3|000000105|10|false||true|
000000105|3|000000100|0|false||false|
000000105|4|000000122|20|false||false|
000000105|4|000000106|10|false||true|
000000105|5|000000107|10|false||true|
000000105|5|000000137|30|false||false|
000000105|6|000000156|0|false||false|
000000105|6|000000108|10|false||true|
000000105|7|000000115|5|false||true|
000000105|7|000002944|0|false||false|
000000105|8|000000117|0|false||false|
000000105|8|000000120|10|false||true|
000000105|9|000000118|5|false||true|
000000105|9|000000129|0|false||false|
000000105|10|000002424|5|false||true|
000000105|11|000002977|5|false||true|
000000105|12|000000180|5|false||true|
000000105|13|000000135|10|false||true|
000000105|14|000000142|10|false||true|
000000105|15|000000144|5|false||true|
000000105|16|000000182|5|false||true|
000000105|17|000000183|10|false||true|
000000105|18|000000185|5|false||true|
000000105|19|000000186|5|false||true|
000000105|20|000000151|5|false||true|
000000105|21|000000191|15|false||true|
000000106|1|000000098|0|false||false|
000000106|2|000000122|0|false||false|
000000106|3|000000137|10|false||false|
000000106|4|000000156|0|false||false|
000000106|5|000000117|0|false||false|
000000106|6|000000129|0|false||false|
000000107|1|000000103|0|false||false|
000000107|2|000000122|0|false||false|
000000108|1|000000122|0|false||false|
000000108|2|000000137|10|false||false|
000000109|1|000000125|5|false||false|
000000109|2|000000151|5|false||false|
000000110|1|000000125|5|false||false|
000000110|2|000000162|22|false||false|
000000111|1|000000125|5|false||false|
000000111|2|000000151|5|false||false|
000000111|3|000000154|25|false||false|
000000111|4|000000157|0|false||false|
000000111|5|000000160|10|false||false|
000000112|1|000000111|0|false||false|
000000112|2|000000151|0|false||false|
000000113|1|000000095|0|false||false|
000000113|2|000000122|5|false||false|
000000113|3|000000127|0|false||false|
