datasheet_id|line|ability_id|is_index_wargear|cost|model|is_other_wargear|
000000031|2|000005745|false|0||false|
000000031|3|000000055|false|0||false|
000000031|4|000000056|false|0||false|
000000031|5|000000057|false|0||false|
000000031|6|000000064|false|0||false|
000000031|7|000005779|false|0||false|
000000031|8|000000063|false|0||true|
000000032|1|000000048|false|0||false|
000000032|2|000005745|false|0||false|
000000032|3|000000055|false|0||false|
000000032|4|000000056|false|0||false|
000000032|5|000000057|false|0||false|
000000032|6|000005779|false|0||false|
000000032|7|000000012|false|20||true|
000000033|1|000000002|false|0||false|
000000033|2|000000003|false|0||false|
000000033|3|000005745|false|0||false|
000000033|4|000005770|false|0||false|
000000033|5|000005771|false|0||false|
000000034|1|000000002|false|0||false|
000000034|2|000000003|false|0||false|
000000034|3|000002957|false|0||false|
000000034|4|000000066|false|0||false|
000000035|1|000000002|false|0||false|
000000035|2|000000003|false|0||false|
000000035|3|000002957|false|0||false|
000000035|4|000000066|false|0||false|
000000036|1|000000002|false|0||false|
000000036|2|000000003|false|0||false|
000000036|3|000002957|false|0||false|
000000036|4|000000066|false|0||false|
000000037|1|000002957|false|0||false|
000000037|2|000000069|false|0||false|
000000037|3|000000071|false|0||false|
000000038|1|000000048|false|0||false|
000000038|2|000005745|false|0||false|
000000038|3|000005776|false|0||false|
000000039|1|000000002|false|0||false|
000000039|2|000000048|false|0||false|
000000039|3|000005745|false|0||false|
000000039|4|000000050|false|0||false|
000000039|5|000004343|false|0||false|
000000039|6|000000074|false|15||true|
000000040|1|000000002|false|0||false|
000000040|2|000000048|false|0||false|
000000040|3|000005745|false|0||false|
000000040|4|000000077|false|0||false|
000000040|5|000003010|false|0||false|
000000041|1|000000048|false|0||false|
000000041|2|000005745|false|0||false|
000000041|3|000000079|false|0||false|
000000041|4|000000078|false|0||false|
000000042|1|000000002|false|0||false|
000000042|2|000005745|false|0||false|
000000042|3|000000084|false|0||false|
000000042|4|000000080|false|0||false|
000000042|5|000000081|false|30||true|
000000043|1|000000002|false|0||false|
000000043|2|000005745|false|0||false|
000000043|3|000000084|false|0||false|
000000043|4|000000083|false|0||false|
000000044|1|000000002|false|0||false|
000000044|2|000000003|false|0||false|
000000044|3|000005745|false|0||false|
000000044|4|000005766|false|0||false|
000000045|1|000000002|false|0||false|
000000045|2|000000003|false|0||false|
000000045|3|000005745|false|0||false|
000000045|4|000002959|false|5||true|
000000045|5|000000085|false|5||true|
000000046|1|000000002|false|0||false|
000000046|2|000005745|false|0||false|
000000046|3|000000087|false|0||false|
000000046|4|000000090|false|0||false|
000000046|5|000000084|false|0||false|
000000046|6|000003013|false|0||false|
000000047|1|000000002|false|0||false|
000000047|2|000000003|false|0||false|
000000047|3|000002957|false|0||false|
000000047|4|000000006|false|0||false|
000000047|5|000002982|false|0||false|
000000047|6|000000092|false|0||false|
000000048|1|000000002|false|0||false|
000000048|2|000005745|false|0||false|
000000048|3|000000094|false|0||false|
000000048|4|000003018|false|0||false|
000000048|5|000005064|false|0||false|
000000049|1|000000002|false|0||false|
000000049|2|000000048|false|0||false|
000000049|3|000005745|false|0||false|
000000050|1|000000002|false|0||false|
000000050|2|000000048|false|0||false|
000000050|3|000005745|false|0||false|
000000050|4|000000100|false|0||false|
000000051|1|000000002|false|0||false|
000000051|2|000000048|false|0||false|
000000051|3|000005745|false|0||false|
000000051|4|000000102|false|0||false|
000000051|5|000005069|false|0||false|
000000051|6|000000101|false|0||false|
000000052|1|000000002|false|0||false|
000000052|2|000000048|false|0||false|
000000052|3|000005745|false|0||false|
000000052|4|000005068|false|0||false|
000000052|5|000000107|false|0||false|
000000052|6|000005067|false|0||false|
000000053|1|000000002|false|0||false|
000000053|2|000002957|false|0||false|
000000053|3|000005056|false|0||false|
000000054|1|000000002|false|0||false|
000000054|2|000000048|false|0||false|
000000054|3|000005745|false|0||false|
000000054|4|000004343|false|0||false|
000000054|5|000005070|false|0||false|
000000054|6|000000109|false|0||false|
000000055|1|000000002|false|0||false|
000000055|2|000000048|false|0||false|
000000055|3|000005745|false|0||false|
000000055|4|000004343|false|0||false|
000000055|5|000005071|false|0||false|
000000055|6|000005072|false|0||false|
000000056|1|000000002|false|0||false|
000000056|2|000005745|false|0||false|
000000056|3|000005075|false|0||false|
000000056|4|000000113|false|0||false|
000000056|5|000005143|false|0||false|
000000057|1|000002957|false|0||false|
000000057|2|000000002|false|0||false|
000000057|3|000000052|false|0||false|
000000057|4|000000053|false|0||false|
000000057|5|000000048|false|0||false|
000000057|6|000004343|false|0||false|
000000057|7|000000120|false|10||false|
000000057|8|000005059|false|0||false|
000000058|1|000000002|false|0||false|
000000058|2|000005745|false|0||false|
000000058|3|000000084|false|0||false|
000000058|4|000003013|false|0||false|
000000058|5|000000090|false|0||false|
000000058|6|000005076|false|0||false|
000000058|7|000005077|false|0||false|
000000059|1|000000002|false|0||false|
000000059|2|000005745|false|0||false|
000000059|3|000000101|false|0||false|
000000059|4|000005074|false|0||false|
000000059|5|000005073|false|0||false|
000000059|6|000005069|false|0||false|
000000060|1|000003528|false|0||false|
000000060|2|000000131|false|0||false|
000000060|3|000004449|false|0||false|
000000060|4|000004451|false|25||true|
000000060|5|000000132|false|10||true|
000000060|6|000006977|false|0||false|
000000061|1|000003528|false|0||false|
000000061|2|000004448|false|0||false|
000000061|3|000004450|false|0||false|
000000061|4|000004449|false|0||false|
000000061|5|000000131|false|0||false|
000000061|6|000000132|false|5||true|
000000061|7|000006977|false|0||false|
000000063|1|000003528|false|0||false|
000000063|2|000000131|false|0||false|
000000063|3|000004449|false|0||false|
000000063|4|000006253|false|0||false|
000000063|5|000006977|false|0||false|
000000064|1|000003528|false|0||false|
000000064|2|000004449|false|0||false|
000000064|3|000000131|false|0||false|
000000064|4|000004452|false|0||false|
000000064|5|000000136|false|0||false|
000000064|6|000000132|false|10||true|
000000064|7|000006977|false|0||false|
000000065|1|000003528|false|0||false|
000000065|2|000000137|false|0||false|
000000065|3|000004450|false|0||false|
000000065|4|000004451|false|25||true|
000000065|5|000006977|false|0||false|
000000066|1|000003528|false|0||false|
000000066|2|000004448|false|0||false|
000000066|3|000000138|false|0||false|
000000066|4|000004450|false|0||false|
000000066|5|000000137|false|0||false|
000000066|6|000006977|false|0||false|
000000067|1|000003528|false|0||false|
000000067|2|000000137|false|0||false|
000000067|3|000000136|false|0||false|
000000067|4|000006977|false|0||false|
000000068|1|000003528|false|0||false|
000000068|2|000004456|false|0||false|
000000068|3|000004457|false|0||false|
000000068|4|000006977|false|0||false|
000000069|1|000000140|false|0||false|
000000069|2|000006977|false|0||false|
000000070|1|000003528|false|0||false|
000000070|2|000000136|false|0||false|
000000070|3|000000139|false|0||false|
000000070|4|000006977|false|0||false|
000000071|1|000003528|false|0||false|
000000071|2|000004454|false|0||false|
000000071|3|000000143|false|0||false|
000000071|4|000004455|false|0||false|
000000071|5|000004451|false|25||true|
000000071|6|000006977|false|0||false|
000000072|1|000003528|false|0||false|
000000072|2|000004448|false|0||false|
000000072|3|000000143|false|0||false|
000000072|4|000004454|false|0||false|
000000072|5|000004450|false|0||false|
000000072|6|000004455|false|0||false|
000000072|7|000006977|false|0||false|
000000073|1|000003528|false|0||false|
000000073|2|000000142|false|0||false|
000000073|3|000000136|false|0||false|
000000073|4|000000143|false|0||false|
000000073|5|000006977|false|0||false|
000000074|1|000003528|false|0||false|
000000074|2|000004459|false|0||false|
000000074|3|000000144|false|0||false|
000000074|4|000005147|false|0||false|
000000074|5|000006977|false|0||false|
000000075|1|000003528|false|0||false|
000000075|2|000000136|false|0||false|
000000075|3|000000144|false|0||false|
000000075|4|000006977|false|0||false|
000000076|1|000003528|false|0||false|
000000076|2|000000146|false|0||false|
000000076|3|000002175|false|0||false|
000000076|4|000004453|false|0||false|
000000076|5|000000132|false|0||true|
000000076|6|000006977|false|0||false|
000000077|1|000003528|false|0||false|
000000077|2|000004351|false|0||false|
000000077|3|000006254|false|0||false|
000000077|4|000004453|false|0||false|
000000077|5|000006977|false|0||false|
000000078|1|000003528|false|0||false|
000000078|2|000000136|false|0||false|
000000078|3|000000147|false|0||false|
000000078|4|000006977|false|0||false|
000000079|1|000003528|false|0||false|
000000079|2|000004453|false|0||false|
000000079|3|000004351|false|0||false|
000000079|4|000006977|false|0||false|
000000080|1|000003528|false|0||false|
000000080|2|000000148|false|0||false|
000000080|3|000003559|false|0||false|
000000080|4|000004458|false|0||false|
000000080|5|000000149|false|0||true|
000000081|1|000003528|false|0||false|
000000081|2|000000148|false|0||false|
000000081|3|000003601|false|0||false|
000000081|4|000003602|false|0||false|
000000081|5|000000149|false|2||true|
000000081|6|000000136|false|0||false|
000000082|1|000003528|false|0||false|
000000082|2|000004462|false|0||false|
000000082|3|000004463|false|0||false|
000000082|4|000004453|false|0||false|
000000082|5|000000149|false|3||true|
000000082|6|000000132|false|4||true|
000000082|7|000006977|false|0||false|
000000083|1|000003528|false|0||false|
000000083|2|000000153|false|0||false|
000000083|3|000000136|false|0||false|
000000083|4|000000132|false|4||true|
000000083|5|000006977|false|0||false|
000000084|1|000003528|false|0||false|
000000084|2|000004444|false|0||false|
000000084|3|000006977|false|0||false|
000000085|1|000003528|false|0||false|
000000085|2|000004444|false|0||false|
000000085|3|000004446|false|0||false|
000000085|4|000004447|false|0||false|
000000085|5|000000157|false|2||true|
000000085|6|000006977|false|0||false|
000000086|1|000003528|false|0||false|
000000086|2|000004444|false|0||false|
000000086|3|000006977|false|0||false|
000000087|1|000003528|false|0||false|
000000087|2|000006977|false|0||false|
000000088|1|000003528|false|0||false|
000000088|2|000000158|false|0||false|
000000088|3|000006977|false|0||false|
000000089|1|000003528|false|0||false|
000000089|2|000003599|false|0||false|
000000089|3|000003598|false|0||false|
000000089|4|000006977|false|0||false|
000000090|1|000003528|false|0||false|
000000090|2|000004418|false|0||false|
000000090|3|000003600|false|0||false|
000000090|4|000003601|false|0||false|
000000090|5|000003602|false|0||false|
000000090|6|000006977|false|0||false|
000000091|1|000003528|false|0||false|
000000091|2|000004444|false|0||false|
000000091|3|000000161|false|0||false|
000000091|4|000000160|false|0||true|
000000091|5|000006977|false|0||false|
000000092|1|000003528|false|0||false|
000000092|2|000004444|false|0||false|
000000092|3|000006977|false|0||false|
000000093|1|000003528|false|0||false|
000000093|2|000004444|false|0||false|
000000093|3|000004451|false|3||true|
000000093|4|000000132|false|5||true|
000000093|5|000006977|false|0||false|
000000094|1|000003528|false|0||false|
000000094|2|000004465|false|0||false|
000000094|3|000000166|false|0||false|
000000094|4|000006977|false|0||false|
000000095|1|000003528|false|0||false|
000000095|2|000000166|false|0||false|
000000095|3|000004465|false|0||false|
000000095|4|000000167|false|0||false|
000000095|5|000004466|false|15||true|
000000095|6|000006977|false|0||false|
000000096|1|000003528|false|0||false|
000000096|2|000000168|false|0||false|
000000096|3|000004465|false|0||false|
000000096|4|000000169|false|0||false|
000000096|5|000006977|false|0||false|
000000097|1|000003528|false|0||false|
000000097|2|000000170|false|0||false|
000000097|3|000004465|false|0||false|
000000097|4|000000166|false|0||false|
000000097|5|000000171|false|5||true|
000000097|6|000006977|false|0||false|
000000098|1|000003528|false|0||false|
000000098|2|000004444|false|0||false|
000000098|3|000004448|false|0||false|
000000098|4|000000175|false|0||false|
000000098|5|000000174|false|5||true|
000000098|6|000004450|false|0||false|
000000098|7|000004453|false|0||false|
000000098|8|000006977|false|0||false|
000000099|1|000003528|false|0||false|
000000099|2|000004444|false|0||false|
000000099|3|000004448|false|0||false|
000000099|4|000000175|false|0||false|
000000099|5|000000132|false|0||true|
000000099|6|000000174|false|5||true|
000000099|7|000004450|false|0||false|
000000099|8|000004453|false|0||false|
000000102|1|000003528|false|0||false|
000000102|2|000004444|false|0||false|
000000102|3|000000149|false|0||true|
000000102|4|000004451|false|0||true|
000000102|5|000006977|false|0||false|
000000103|1|000003528|false|0||false|
000000103|2|000004444|false|0||false|
000000103|3|000004445|false|0||false|
000000103|4|000006977|false|0||false|
000000104|1|000003528|false|0||false|
000000104|2|000004444|false|0||false|
000000104|3|000004447|false|0||false|
000000104|4|000000185|false|0||false|
000000104|5|000006977|false|0||false|
000000105|1|000003528|false|0||false|
000000105|2|000004444|false|0||false|
000000105|3|000000185|false|0||false|
000000105|4|000004452|false|0||false|
000000105|5|000004468|false|0||false|
000000105|6|000006977|false|0||false|
000000106|1|000003528|false|0||false|
000000106|2|000000185|false|0||false|
000000106|3|000004452|false|0||false|
000000106|4|000004469|false|0||false|
000000106|5|000006977|false|0||false|
000000107|1|000003528|false|0||false|
000000107|2|000004447|false|0||false|
000000107|3|000000187|false|0||false|
000000107|4|000003538|false|0||false|
000000107|5|000000188|false|0||false|
000000107|6|000006977|false|0||false|
000000108|1|000003528|false|0||false|
000000108|2|000000190|false|0||false|
000000108|3|000004471|false|0||false|
000000108|4|000004452|false|0||false|
000000108|5|000006977|false|0||false|
000000109|1|000003528|false|0||false|
000000109|2|000000192|false|0||false|
000000109|3|000006977|false|0||false|
000000110|1|000003528|false|0||false|
000000110|2|000000165|false|0||false|
000000110|3|000000192|false|0||false|
000000110|4|000003540|false|20||true|
000000110|5|000000191|false|0||false|
000000110|6|000000193|false|0||false|
000000110|7|000006977|false|0||false|
000000111|1|000003528|false|0||false|
000000111|2|000000192|false|0||false|
000000111|3|000006977|false|0||false|
000000112|1|000003528|false|0||false|
000000112|2|000004445|false|0||false|
000000112|3|000004475|false|0||false|
000000112|4|000000194|false|0||false|
000000112|5|000006977|false|0||false|
000000113|1|000003528|false|0||false|
000000113|2|000000196|false|0||false|
000000113|3|000004476|false|0||false|
000000113|4|000000200|false|0||false|
000000113|5|000003563|false|0||false|
000000113|6|000000198|false|0||true|
000000113|7|000006977|false|0||false|
000000114|1|000003528|false|0||false|
000000114|2|000000196|false|0||false|
000000114|3|000004476|false|0||false|
000000114|4|000000200|false|0||false|
000000114|5|000004477|false|0||false|
000000114|6|000003565|false|0||false|
000000114|7|000006977|false|0||false|
000000115|1|000003528|false|0||false|
000000115|2|000004444|false|0||false|
000000115|3|000000205|false|0||false|
000000115|4|000000206|false|5||true|
000000115|5|000006977|false|0||false|
000000116|1|000003528|false|0||false|
000000116|2|000004444|false|0||false|
000000116|3|000000161|false|0||false|
000000116|4|000000208|false|0||false|
000000116|5|000006977|false|0||false|
000000117|1|000003528|false|0||false|
000000117|2|000004444|false|0||false|
000000117|3|000006977|false|0||false|
000000118|1|000003528|false|0||false|
000000118|2|000003562|false|0||false|
000000118|3|000003561|false|0||false|
000000118|4|000000212|false|0||false|
000000118|5|000006977|false|0||false|
000000119|1|000003528|false|0||false|
000000119|2|000000213|false|0||false|
000000119|3|000006977|false|0||false|
000000120|1|000003528|false|0||false|
000000120|2|000000213|false|0||false|
000000120|3|000006977|false|0||false|
000000121|1|000003528|false|0||false|
000000121|2|000000213|false|0||false|
000000121|3|000004474|false|10||true|
000000121|4|000006977|false|0||false|
000000122|1|000003528|false|0||false|
000000122|2|000000213|false|0||false|
000000122|3|000006977|false|0||false|
000000123|1|000003528|false|0||false|
000000123|2|000000213|false|0||false|
000000123|3|000006977|false|0||false|
000000124|1|000003528|false|0||false|
000000124|2|000000196|false|0||false|
000000124|3|000004476|false|0||false|
000000124|4|000000200|false|0||false|
000000124|5|000004477|false|0||false|
000000124|6|000003564|false|0||false|
000000124|7|000006977|false|0||false|
000000125|1|000003528|false|0||false|
000000125|2|000000216|false|0||false|
000000125|3|000006977|false|0||false|
000000126|1|000003528|false|0||false|
000000126|2|000000216|false|0||false|
000000126|3|000006977|false|0||false|
000000127|1|000003528|false|0||false|
000000127|2|000000216|false|0||false|
000000127|3|000006977|false|0||false|
000000128|1|000003528|false|0||false|
000000128|2|000000218|false|0||false|
000000128|3|000000219|false|0||false|
000000128|4|000000165|false|0||false|
000000128|5|000000130|false|0||false|
000000128|6|000000216|false|0||false|
000000128|7|000006977|false|0||false|
000000129|1|000003528|false|0||false|
000000129|2|000000220|false|0||false|
000000129|3|000000221|false|0||false|
000000129|4|000000222|false|0||false|
000000129|5|000000223|false|0||false|
000000129|6|000004415|false|0||false|
000000129|7|000006977|false|0||false|
000000130|1|000003528|false|0||false|
000000130|2|000003677|false|0||false|
000000130|3|000000225|false|0||false|
000000130|4|000000226|false|0||false|
000000130|5|000000227|false|0||false|
000000130|6|000006977|false|0||false|
000000131|1|000003528|false|0||false|
000000131|2|000000229|false|0||false|
000000131|3|000000230|false|0||false|
000000131|4|000000236|false|0||false|
000000131|5|000004412|false|0||false|
000000131|6|000006977|false|0||false|
000000132|1|000003528|false|0||false|
000000132|2|000000231|false|0||false|
000000132|3|000000233|false|0||false|
000000132|4|000000232|false|0||false|
000000132|5|000004416|false|0||false|
000000132|6|000006977|false|0||false|
000000133|1|000003528|false|0||false|
000000133|2|000000232|false|0||false|
000000133|3|000000235|false|0||false|
000000133|4|000000233|false|0||false|
000000133|5|000006977|false|0||false|
000000134|1|000003528|false|0||false|
000000134|2|000000237|false|0||false|
000000134|3|000000236|false|0||false|
000000134|4|000000238|false|0||false|
000000134|5|000006977|false|0||false|
000000135|1|000003528|false|0||false|
000000135|2|000000239|false|0||false|
000000135|3|000000240|false|0||false|
000000135|4|000006977|false|0||false|
000000136|1|000003528|false|0||false|
000000136|2|000000241|false|0||false|
000000136|3|000000244|false|0||false|
000000136|4|000000242|false|0||false|
000000136|5|000006977|false|0||false|
000000137|1|000003528|false|0||false|
000000137|2|000000245|false|0||false|
000000137|3|000000247|false|2||false|
000000137|4|000003597|false|0||false|
000000137|5|000006977|false|0||false|
000000138|1|000003528|false|0||false|
000000138|2|000000248|false|0||false|
000000138|3|000006977|false|0||false|
000000139|1|000003528|false|0||false|
000000139|2|000000249|false|0||false|
000000139|3|000003603|false|0||false|
000000139|4|000006977|false|0||false|
000000140|1|000003528|false|0||false|
000000140|2|000000165|false|0||false|
000000140|3|000000251|false|0||false|
000000140|4|000000252|false|0||false|
000000140|5|000006977|false|0||false|
000000141|1|000003528|false|0||false|
000000141|2|000004626|false|0||false|
000000141|3|000004625|false|0||false|
000000141|4|000000253|false|0||false|
000000141|5|000000131|false|0||false|
000000141|6|000006977|false|0||false|
000000142|1|000003528|false|0||false|
000000142|2|000000258|false|0||false|
000000142|3|000003803|false|0||false|
000000142|4|000005948|false|0||false|
000000142|5|000005949|false|0||false|
000000142|6|000005950|false|0||false|
000000142|7|000005951|false|0||false|
000000142|8|000006977|false|0||false|
000000143|1|000003528|false|0||false|
000000143|2|000000260|false|0||false|
000000143|3|000005945|false|0||false|
000000143|4|000005946|false|0||false|
000000143|5|000003804|false|0||false|
000000143|6|000005947|false|0||false|
000000143|7|000005942|false|0||true|
000000143|8|000005943|false|0||true|
000000143|9|000005944|false|0||true|
000000143|10|000006977|false|0||false|
000000145|1|000003528|false|0||false|
000000145|2|000005952|false|0||false|
000000145|3|000006977|false|0||false|
000000146|1|000003528|false|0||false|
000000146|2|000000265|false|0||false|
000000146|3|000003652|false|0||false|
000000146|4|000000268|false|0||false|
000000146|5|000000266|false|0||false|
000000146|6|000004413|false|0||false|
000000146|7|000004414|false|0||false|
000000146|8|000006977|false|0||false|
000000147|1|000003528|false|0||false|
000000147|2|000000269|false|0||false|
000000147|3|000000270|false|0||false|
000000147|4|000000271|false|0||false|
000000147|5|000006977|false|0||false|
000000148|1|000003528|false|0||false|
000000148|2|000000273|false|0||false|
000000148|3|000000274|false|0||false|
000000148|4|000000272|false|0||false|
000000148|5|000003608|false|0||false|
000000148|6|000006977|false|0||false|
000000149|1|000003528|false|0||false|
000000149|2|000000272|false|0||false|
000000149|3|000000275|false|0||false|
000000149|4|000000273|false|0||false|
000000149|5|000000274|false|0||false|
000000149|6|000006977|false|0||false|
000000150|1|000000129|false|0||false|
000000150|2|000003524|false|0||false|
000000150|3|000003518|false|0||false|
000000150|4|000000278|false|0||false|
000000150|5|000000276|false|0||false|
000000150|6|000000277|false|0||false|
000000150|7|000006977|false|0||false|
000000243|1|000006020|false|0||false|
000000243|2|000006021|false|0||false|
000000243|3|000006022|false|0||false|
000000373|1|000002261|false|0||false|
000000373|2|000000503|false|0||false|
000000373|3|000005852|false|0||false|
000000373|4|000005853|false|0||false|
000000373|5|000005854|false|0||true|
000000373|6|000006977|false|0||false|
000000374|1|000002261|false|0||false|
000000374|2|000000503|false|0||false|
000000374|3|000000508|false|0||false|
000000374|4|000005855|false|0||false|
000000374|5|000006977|false|0||false|
000000375|1|000002261|false|0||false|
000000375|2|000000503|false|0||false|
000000375|3|000000508|false|0||false|
000000375|4|000000511|false|0||false|
000000375|5|000006977|false|0||false|
000000376|1|000002261|false|0||false|
000000376|2|000000503|false|0||false|
000000376|3|000000508|false|0||false|
000000376|4|000005859|false|0||false|
000000376|5|000006977|false|0||false|
000000377|1|000002261|false|0||false|
000000377|2|000000503|false|0||false|
000000377|3|000000513|false|0||false|
000000377|4|000000508|false|0||false|
000000377|5|000005858|false|0||false|
000000377|6|000000515|false|0||false|
000000377|7|000006977|false|0||false|
000000378|1|000002261|false|0||false|
000000378|2|000000503|false|0||false|
000000378|3|000002253|false|0||false|
000000378|4|000005865|false|0||false|
000000378|5|000006977|false|0||false|
000000379|1|000002261|false|0||false|
000000379|2|000000503|false|0||false|
000000379|3|000000508|false|0||false|
000000379|4|000005856|false|0||false|
000000379|5|000005857|false|0||false|
000000379|6|000006977|false|0||false|
000000380|1|000002261|false|0||false|
000000380|2|000000503|false|0||false|
000000380|3|000000519|false|0||false|
000000380|4|000000508|false|0||false|
000000380|5|000000520|false|0||false|
000000380|6|000005856|false|0||false|
000000380|7|000005857|false|0||false|
000000380|8|000006977|false|0||false|
000000381|1|000002261|false|0||false|
000000381|2|000005795|false|0||false|
000000381|3|000000503|false|0||false|
000000381|4|000006977|false|0||false|
000000382|1|000002261|false|0||false|
000000382|2|000005795|false|0||false|
000000382|3|000000503|false|0||false|
000000382|4|000005862|false|0||false|
000000382|5|000006977|false|0||false|
000000383|1|000002261|false|0||false|
000000383|2|000005795|false|0||false|
000000383|3|000000503|false|0||false|
000000383|4|000005866|false|0||false|
000000383|5|000006977|false|0||false|
000000384|1|000002261|false|0||false|
000000384|2|000005795|false|0||false|
000000384|3|000000503|false|0||false|
000000384|4|000005862|false|0||false|
000000384|5|000006977|false|0||false|
000000385|1|000002261|false|0||false|
000000385|2|000000503|false|0||false|
000000385|3|000005867|false|0||false|
000000385|4|000002253|false|0||false|
000000385|5|000005868|false|0||false|
000000385|6|000006977|false|0||false|
000000386|1|000002261|false|0||false|
000000386|2|000000503|false|0||false|
000000386|3|000002253|false|0||false|
000000386|4|000005863|false|0||false|
000000386|5|000005864|false|0||false|
000000386|6|000006977|false|0||false|
000000387|1|000002261|false|0||false|
000000387|2|000005795|false|0||false|
000000387|3|000000503|false|0||false|
