datasheet_id|stratagem_id|
000000016|000002974016|
000000016|000003326004|
000000016|000002972002|
000000016|000002974021|
000000016|000002974003|
000000016|000006076009|
000000016|000002967002|
000000016|000002974013|
000000016|000002974015|
000000016|000002974008|
000000016|000002968002|
000000016|000006076003|
000000017|000002970002|
000000017|000002972002|
000000017|000006076003|
000000017|000002967002|
000000017|000002974016|
000000017|000002968002|
000000017|000002973002|
000000018|000003326004|
000000018|000002974012|
000000018|000002974011|
000000018|000002974016|
000000018|000002973002|
000000018|000002970002|
000000018|000002974009|
000000018|000002974015|
000000018|000002972002|
000000018|000002967002|
000000018|000002968002|
000000019|000002970002|
000000019|000002974020|
000000019|000002974015|
000000019|000002974008|
000000019|000002974021|
000000019|000003326004|
000000019|000006076003|
000000019|000002974013|
000000019|000002973002|
000000019|000002974016|
000000019|000002972002|
000000019|000002967002|
000000019|000002968002|
000000020|000002974013|
000000020|000002974015|
000000020|000002968002|
000000020|000002967002|
000000020|000002972002|
000000020|000002974016|
000000020|000002974008|
000000020|000006076003|
000000020|000002973002|
000000020|000003326004|
000000020|000002974023|
000000020|000002970002|
000000021|000002967002|
000000021|000002970002|
000000021|000002974013|
000000021|000002974015|
000000021|000002973002|
000000021|000002974021|
000000021|000002972002|
000000021|000003326004|
000000021|000002974008|
000000021|000002974016|
000000021|000006076003|
000000021|000006076009|
000000021|000002968002|
000000022|000002974009|
000000022|000003326004|
000000022|000002974021|
000000022|000002973002|
000000022|000002970002|
000000022|000002974015|
000000022|000002967002|
000000022|000002968002|
000000022|000002974012|
000000022|000002974016|
000000022|000002972002|
000000022|000002974011|
000000024|000002974013|
000000024|000002974016|
000000024|000006076009|
000000024|000006076003|
000000024|000002968002|
000000024|000002974006|
000000024|000002974008|
000000024|000002974015|
000000024|000002970002|
000000024|000003326004|
000000024|000002973002|
000000024|000002974021|
000000024|000002967002|
000000025|000006076005|
000000025|000006076003|
000000025|000003326004|
000000025|000002973002|
000000025|000002970002|
000000025|000002974023|
000000025|000002974015|
000000025|000002968002|
000000025|000002974008|
000000025|000002972002|
000000025|000002967002|
000000025|000002974021|
000000025|000002974016|
000000025|000002974013|
000000026|000002974004|
000000026|000002974016|
000000026|000006076003|
000000026|000002974002|
000000026|000002974021|
000000027|000002967002|
000000027|000003326004|
000000027|000002968002|
000000027|000002974013|
000000027|000002973002|
000000027|000002970002|
000000027|000002972002|
000000027|000002974016|
000000027|000006076003|
000000027|000002974008|
000000027|000002974015|
000000027|000006076002|
000000028|000002969002|
000000028|000002974016|
000000028|000002974004|
000000028|000006084004|
000000028|000002974022|
000000028|000003319002|
000000028|000006084005|
000000028|000006084006|
000000028|000006076003|
000000028|000002974008|
000000028|000006084002|
000000029|000002974021|
000000029|000006076003|
000000029|000006084005|
000000029|000002974002|
000000029|000002974016|
000000029|000002974004|
000000029|000006084002|
000000030|000006084005|
000000030|000006076003|
000000030|000002974016|
000000030|000002974018|
000000030|000006084002|
000000030|000002974002|
000000030|000002974004|
000000030|000002974021|
000000031|000006084002|
000000031|000002974021|
000000031|000002974004|
000000031|000002974002|
000000031|000006084005|
000000031|000002974016|
000000031|000006076003|
000000032|000006084002|
000000032|000002974004|
000000032|000006084005|
000000032|000006076003|
000000032|000002974021|
000000032|000002974016|
000000032|000002974002|
000000033|000002970002|
000000033|000006084004|
000000033|000006084005|
000000033|000002974021|
000000033|000006084003|
000000033|000002968002|
000000033|000002969002|
000000033|000002967002|
000000033|000002974016|
000000033|000002974008|
000000033|000006084002|
000000033|000003319002|
000000033|000006076003|
000000033|000002974013|
000000034|000002974016|
000000034|000003319002|
000000034|000002974008|
000000034|000002974022|
000000034|000002974021|
000000034|000002969002|
000000034|000002974002|
000000034|000002974004|
000000034|000006084004|
000000034|000006076003|
000000034|000006084005|
000000034|000006084002|
000000035|000002969002|
000000035|000006076003|
000000035|000006084005|
000000035|000006084004|
000000035|000006084002|
000000035|000002974008|
000000035|000002974016|
000000035|000002974002|
000000035|000002974004|
000000035|000002974022|
000000035|000003319002|
000000036|000002974008|
000000036|000006076003|
000000036|000002974022|
000000036|000002974002|
000000036|000006084004|
000000036|000003319002|
000000036|000002974004|
000000036|000002969002|
000000036|000002974016|
000000036|000006084005|
000000036|000002974021|
000000036|000006084002|
000000037|000002974002|
000000037|000006076003|
000000037|000002974016|
000000037|000002974004|
000000038|000002974004|
000000038|000006076003|
000000038|000002974016|
000000038|000002974002|
000000039|000002974004|
000000039|000006084005|
000000039|000002974021|
000000039|000002974016|
000000039|000002974002|
000000039|000006076003|
000000039|000006084002|
000000039|000003326004|
000000039|000003325002|
000000040|000002974004|
000000040|000006076003|
000000040|000002974002|
000000040|000002974016|
000000040|000003322002|
000000040|000002974008|
000000040|000002974021|
000000041|000002974002|
000000041|000002974004|
000000041|000002974021|
000000041|000002974016|
000000041|000003322002|
000000041|000006076003|
000000042|000002974017|
000000042|000002974021|
000000042|000002974004|
000000042|000002974016|
000000042|000002974026|
000000042|000006076003|
000000042|000003322002|
000000042|000002974002|
000000043|000002974017|
000000043|000002974004|
000000043|000002974016|
000000043|000002974002|
000000043|000002974021|
000000043|000003322002|
000000043|000006076003|
000000044|000006076003|
000000044|000002973002|
000000044|000002972002|
000000044|000002974015|
000000044|000002974021|
000000044|000002967002|
000000044|000002970002|
000000044|000002974008|
000000044|000003326004|
000000044|000002968002|
000000044|000006076004|
000000044|000002974016|
000000044|000002974013|
000000045|000002974015|
000000045|000006076003|
000000045|000002972002|
000000045|000002973002|
000000045|000003326004|
000000045|000002974016|
000000045|000002974008|
000000045|000002974005|
000000046|000006076003|
000000046|000002974021|
000000046|000002974017|
000000046|000002974016|
000000046|000002974004|
000000046|000002974002|
000000046|000003229002|
000000047|000006084005|
000000047|000006084002|
000000047|000002969002|
000000047|000006084004|
000000047|000002974009|
000000047|000003319002|
000000047|000003325002|
000000047|000002974016|
000000047|000002974021|
000000048|000002974016|
000000048|000002967002|
000000048|000003326004|
000000048|000002974009|
000000048|000002974015|
000000048|000003322002|
000000049|000002974002|
000000049|000002974004|
000000049|000002974016|
000000049|000002974021|
000000049|000006076003|
000000050|000002974004|
000000050|000002974021|
000000050|000002974002|
000000050|000006076003|
000000050|000002974016|
000000050|000006076009|
000000051|000006076003|
000000052|000002974016|
000000052|000006076003|
000000052|000002974004|
000000052|000002974002|
000000053|000003325002|
000000053|000003326004|
000000053|000002974021|
000000053|000002974002|
000000053|000006076003|
000000053|000002974016|
000000053|000002974004|
000000054|000002974021|
000000054|000006076003|
000000054|000002974016|
000000054|000002974002|
000000054|000002974004|
000000055|000002974004|
000000055|000002974021|
000000055|000002974016|
000000055|000006076003|
000000055|000002974002|
000000056|000006076003|
000000056|000002974021|
000000056|000002974004|
000000056|000002974002|
000000056|000002974016|
000000057|000006084005|
000000057|000002974004|
000000057|000006076003|
000000057|000002974016|
000000057|000002974002|
000000057|000006084002|
000000057|000002974021|
000000058|000002974021|
000000058|000002974004|
000000058|000002974016|
000000058|000002974002|
000000058|000006076003|
000000059|000006076003|
000000060|000003607014|
000000060|000005294003|
000000060|000003607007|
000000060|000004543006|
000000060|000004566010|
000000060|000004846014|
000000060|000002164018|
000000060|000004566011|
000000060|000003672014|
000000060|000003699009|
000000060|000006011005|
000000060|000002164016|
000000060|000004543015|
000000060|000002164015|
000000060|000003618003|
000000060|000003659002|
000000060|000005294002|
000000060|000003659006|
000000060|000003672009|
000000060|000004630013|
000000060|000004630011|
000000060|000003693007|
000000060|000003693009|
000000060|000003672012|
000000060|000003693010|
000000060|000004566006|
000000060|000005265002|
000000060|000003693006|
000000060|000003607016|
000000060|000004630006|
000000060|000003699004|
000000060|000003180002|
000000060|000004543012|
000000060|000003659016|
000000060|000004846008|
000000060|000003699011|
000000060|000004543004|
000000060|000003699014|
000000060|000004846019|
000000060|000003659013|
000000060|000003618008|
000000060|000002164009|
000000060|000004566018|
000000060|000003659014|
000000060|000003659012|
000000060|000003607004|
000000060|000003607013|
000000060|000003699016|
000000060|000003817013|
000000060|000002164027|
000000060|000002164021|
000000060|000003618014|
000000060|000004630003|
000000060|000005265003|
000000060|000003699005|
000000060|000003817008|
000000060|000003618004|
000000060|000004630010|
000000060|000004630016|
000000060|000003618017|
000000060|000004543009|
000000060|000003672016|
000000060|000003817002|
000000060|000004630014|
000000060|000003659008|
000000060|000003699003|
000000060|000006011003|
000000060|000003817005|
000000060|000003693005|
000000060|000003699007|
000000060|000002164020|
000000060|000003817004|
000000060|000004543008|
000000060|000003699002|
000000060|000004846015|
000000060|000004543005|
000000060|000003693014|
000000060|000003453002|
000000061|000003672016|
000000061|000003659008|
000000061|000003699011|
000000061|000003659014|
000000061|000003672009|
000000061|000002164027|
000000061|000004566004|
000000061|000004630006|
000000061|000006011003|
000000061|000004543004|
000000061|000003699014|
000000061|000002164009|
000000061|000004566006|
000000061|000005294003|
000000061|000004630011|
000000061|000003693006|
000000061|000004630010|
000000061|000003618017|
000000061|000004630014|
000000061|000003659016|
000000061|000005265003|
000000061|000004566011|
000000061|000002164015|
000000061|000004543008|
000000061|000003817005|
000000061|000003693007|
000000061|000003693009|
000000061|000003699004|
000000061|000003699002|
000000061|000004543006|
000000061|000003607013|
000000061|000003817008|
000000061|000002164020|
000000061|000003180002|
000000061|000004566018|
000000061|000003672012|
000000061|000003699003|
000000061|000003659006|
000000061|000003817002|
000000061|000003699016|
000000061|000004846008|
000000061|000003607007|
000000061|000004846019|
000000061|000003618014|
000000061|000004543015|
000000061|000003618003|
000000061|000003817013|
000000061|000003693010|
000000061|000003672014|
000000061|000003659002|
000000061|000003817004|
000000061|000003693014|
000000061|000003607004|
000000061|000004543012|
000000061|000004630016|
000000061|000002164021|
000000061|000003699009|
000000061|000003659012|
000000061|000003699005|
000000061|000003693005|
000000061|000002164016|
000000061|000003607016|
000000061|000003699007|
000000061|000003453002|
000000061|000002164004|
000000061|000005294002|
000000061|000006011005|
000000061|000004846015|
000000061|000003618004|
000000061|000004566010|
000000061|000004630013|
000000061|000005265002|
000000061|000003618008|
000000061|000004630003|
000000061|000003607014|
000000061|000004543009|
000000061|000004543005|
000000063|000005253003|
000000063|000003659002|
000000063|000004543005|
000000063|000003607004|
000000063|000003693009|
000000063|000003817008|
000000063|000004543008|
000000063|000004630010|
000000063|000003607007|
000000063|000003693007|
000000063|000004566011|
000000063|000003693005|
000000063|000002164016|
000000063|000003618003|
000000063|000003817002|
000000063|000004630006|
000000063|000004630016|
000000063|000003618017|
000000063|000004543012|
000000063|000004543009|
000000063|000003607014|
000000063|000006011005|
000000063|000003607016|
000000063|000003180002|
000000063|000003699004|
000000063|000003618004|
000000063|000005294002|
000000063|000004630013|
000000063|000005294003|
000000063|000003693006|
000000063|000004543006|
000000063|000003817005|
000000063|000002164020|
000000063|000004630003|
000000063|000004566010|
000000063|000002164007|
000000063|000003607013|
000000063|000003659006|
000000063|000002164021|
000000063|000003693010|
000000063|000003699003|
000000063|000003672012|
000000063|000003672014|
000000063|000004846008|
000000063|000002164027|
000000063|000004543015|
000000063|000004846019|
000000063|000003817004|
000000063|000002164005|
000000063|000003618014|
000000063|000003693014|
000000063|000003817013|
000000063|000003672009|
000000063|000006011003|
000000063|000003699014|
000000063|000002164008|
000000063|000003672016|
000000063|000004543004|
000000063|000004566006|
000000063|000005265002|
000000063|000004630011|
000000063|000004630014|
000000063|000003659016|
000000063|000005265003|
000000063|000003453002|
000000063|000003659008|
000000063|000003659014|
000000063|000002164015|
000000063|000003659012|
000000063|000003699011|
000000063|000004846015|
000000063|000002164009|
000000063|000003699009|
000000063|000003699016|
000000064|000004846015|
000000064|000004846008|
000000064|000003817004|
000000064|000004566011|
000000064|000003699007|
000000064|000004543015|
000000064|000003699014|
000000064|000003607014|
000000064|000003693010|
000000064|000003699016|
000000064|000003191002|
000000064|000004630006|
000000064|000003817002|
000000064|000003618017|
000000064|000004630010|
000000064|000003699002|
000000064|000003659016|
000000064|000003693009|
000000064|000003817005|
000000064|000004630013|
000000064|000003180002|
000000064|000005265002|
000000064|000004543012|
000000064|000002164015|
000000064|000002164019|
000000064|000003672016|
000000064|000002164016|
000000064|000002164009|
000000064|000003659006|
000000064|000003191003|
000000064|000004566010|
000000064|000004543004|
000000064|000004630014|
000000064|000004630011|
000000064|000004566005|
000000064|000003607016|
000000064|000003618009|
000000064|000002164017|
000000064|000005294003|
000000064|000004543006|
000000064|000003693006|
000000064|000005294002|
000000064|000004566015|
000000064|000004846016|
000000064|000003699009|
000000064|000003190002|
000000064|000003659014|
000000064|000003618008|
000000064|000006011005|
000000064|000003618004|
000000064|000003699004|
000000064|000004566018|
000000064|000004566013|
000000064|000004543009|
000000064|000004630016|
000000064|000003618014|
000000064|000003699005|
000000064|000004543008|
000000064|000003699003|
000000064|000003607004|
000000064|000003693007|
000000064|000003607013|
000000064|000003672012|
000000064|000006011003|
000000064|000003672014|
000000064|000003618002|
000000064|000003693005|
000000064|000003618003|
000000064|000003607007|
000000064|000003817008|
000000065|000005294003|
000000065|000005294002|
000000065|000002164018|
000000065|000003659006|
000000065|000002164020|
000000065|000003693014|
000000065|000003618017|
000000065|000003699003|
000000065|000003618004|
000000065|000004630003|
000000065|000004630014|
000000065|000006011005|
000000065|000003693009|
000000065|000004630013|
000000065|000003693006|
000000065|000003659014|
000000065|000004566011|
000000065|000003607016|
000000065|000004566006|
000000065|000002164021|
000000065|000003659012|
000000065|000003693005|
000000065|000003618008|
000000065|000003699009|
000000065|000003607014|
000000065|000004543005|
000000065|000003607013|
000000065|000003693010|
000000065|000003672009|
000000065|000002164009|
000000065|000004630016|
000000065|000003699014|
000000065|000002164015|
000000065|000002164016|
000000065|000004846008|
000000065|000003453002|
000000065|000004630010|
000000065|000005265002|
000000065|000003607007|
000000065|000004566004|
000000065|000006011003|
000000065|000003699005|
000000065|000004543007|
000000065|000003477002|
000000065|000004630009|
000000065|000003659008|
000000065|000004846015|
000000065|000004846014|
000000065|000003699007|
000000065|000004566010|
000000065|000003699016|
000000065|000004566018|
000000065|000003659016|
000000065|000003699004|
000000065|000003618003|
000000065|000002164027|
000000065|000004543012|
000000065|000005265003|
000000065|000003659002|
000000065|000004543006|
000000065|000003693007|
000000065|000004630006|
000000065|000004630011|
000000065|000003659013|
000000065|000004846019|
000000065|000003672016|
000000065|000003672014|
000000065|000003672012|
000000065|000003699011|
000000065|000003699002|
000000065|000004543009|
000000065|000003618014|
000000066|000003699003|
000000066|000003699004|
000000066|000003618017|
000000066|000004630014|
000000066|000003693007|
000000066|000002164016|
000000066|000003672009|
000000066|000003699002|
000000066|000004630010|
000000066|000006011003|
000000066|000002164021|
000000066|000002164015|
000000066|000003607007|
000000066|000003659006|
000000066|000003699014|
000000066|000003453002|
000000066|000004630016|
000000066|000002164009|
000000066|000004543009|
000000066|000004846019|
000000066|000003618014|
000000066|000004630006|
000000066|000004543006|
000000066|000005294002|
000000066|000004630011|
000000066|000002164004|
000000066|000004543012|
000000066|000003659014|
000000066|000002164020|
000000066|000003693014|
000000066|000003618008|
000000066|000004543005|
000000066|000003699009|
000000066|000003672012|
000000066|000003659012|
000000066|000004566011|
000000066|000005294003|
000000066|000003693009|
000000066|000003607014|
000000066|000003607013|
000000066|000004566006|
000000066|000002164027|
000000066|000003693010|
000000066|000003618004|
000000066|000006011005|
000000066|000004630013|
000000066|000003672014|
000000066|000003693006|
000000066|000003607016|
000000066|000003659002|
000000066|000003693005|
000000066|000004630003|
000000066|000003618003|
000000066|000004543007|
000000066|000003672016|
000000066|000003699011|
000000066|000004846008|
000000066|000005265003|
000000066|000003699016|
000000066|000003699007|
000000066|000004566004|
000000066|000003659016|
000000066|000003699005|
000000066|000004630009|
000000066|000004566018|
000000066|000003659008|
000000066|000005265002|
000000066|000004566010|
000000066|000004846015|
000000066|000003477002|
000000067|000003618003|
000000067|000003618008|
000000067|000004543012|
000000067|000004846015|
000000067|000003607007|
000000067|000003659006|
000000067|000003618014|
000000067|000003693005|
000000067|000004630014|
000000067|000003672012|
000000067|000003693010|
000000067|000004566011|
000000067|000002164019|
000000067|000004630011|
000000067|000003699014|
000000067|000003607014|
000000067|000004543009|
000000067|000003618004|
000000067|000002164017|
000000067|000003699004|
000000067|000002164016|
000000067|000005294002|
000000067|000004630010|
000000067|000003618017|
000000067|000003477002|
000000067|000006011003|
000000067|000005265002|
000000067|000003699009|
000000067|000003659014|
000000067|000005294003|
000000067|000004846016|
000000067|000003659016|
000000067|000003693009|
000000067|000003672014|
000000067|000006011005|
000000067|000003699016|
000000067|000003618002|
000000067|000004630013|
000000067|000004630009|
000000067|000004846008|
000000067|000002164015|
000000067|000004566010|
000000067|000004630006|
000000067|000004543007|
000000067|000003607016|
000000067|000003672016|
000000067|000003618009|
000000067|000003607013|
000000067|000003693006|
000000067|000003699003|
000000067|000002164009|
000000067|000004543006|
000000067|000003693007|
000000067|000004630016|
000000068|000003672014|
000000068|000003817013|
000000068|000004630011|
000000068|000003693010|
000000068|000004846008|
000000068|000004566018|
000000068|000004543005|
000000068|000003659002|
000000068|000002164016|
000000068|000003618003|
000000068|000003672012|
000000068|000004630016|
000000068|000003699016|
000000068|000004630013|
000000068|000006011005|
000000068|000003693005|
000000068|000003672009|
000000068|000002164021|
000000068|000003817004|
000000068|000003699005|
000000068|000005294002|
000000068|000003618014|
000000068|000003659016|
000000068|000003607013|
000000068|000004566006|
000000068|000003699003|
000000068|000002164015|
000000068|000003693006|
000000068|000003699011|
000000068|000003699009|
000000068|000003607016|
000000068|000004630014|
000000068|000003672016|
000000068|000003699007|
000000068|000003817005|
000000068|000003607014|
000000068|000004630006|
000000068|000003659012|
000000068|000004630003|
000000068|000005265003|
000000068|000005265002|
000000068|000003659008|
000000068|000004543012|
000000068|000002164020|
000000068|000004543006|
000000068|000004543009|
000000068|000004566010|
000000068|000003618004|
000000068|000006011003|
000000068|000003699002|
000000068|000003817002|
000000068|000003659006|
000000068|000003607007|
000000068|000004846015|
000000068|000003693014|
000000068|000003693009|
000000068|000003618008|
000000068|000003453002|
000000068|000003672013|
000000068|000003817008|
000000068|000003699014|
000000068|000004566011|
000000068|000003659014|
000000068|000002164009|
000000068|000005294003|
000000068|000004630010|
000000068|000002164027|
000000068|000003618017|
000000068|000003699004|
000000068|000003693007|
000000068|000004846019|
000000069|000003607007|
000000069|000003699004|
000000069|000003659006|
000000069|000002164027|
000000069|000003693014|
000000069|000003659008|
000000069|000002164021|
000000069|000004630003|
000000069|000003607014|
000000069|000002164033|
000000069|000005265003|
000000069|000004630006|
000000069|000004566006|
000000069|000003659012|
000000069|000003618008|
000000069|000003618003|
000000069|000004543005|
000000069|000003672009|
000000069|000004846015|
000000069|000003817004|
000000069|000004630014|
000000069|000003817013|
000000069|000003672012|
000000069|000003659002|
000000069|000003453002|
000000069|000004566018|
000000069|000004846019|
000000069|000004630016|
000000069|000003618004|
000000069|000003699005|
000000069|000002164020|
000000070|000003699014|
000000070|000003693006|
000000070|000004543009|
000000070|000003659014|
000000070|000003618014|
000000070|000003618009|
000000070|000004630014|
000000070|000003699005|
000000070|000002164016|
000000070|000003659016|
000000070|000003693009|
000000070|000003672016|
000000070|000003607007|
000000070|000003699016|
000000070|000003672012|
000000070|000003699007|
000000070|000002164017|
000000070|000003607013|
000000070|000004846015|
000000070|000002164009|
000000070|000004543006|
000000070|000003618004|
000000070|000004630011|
000000070|000004566010|
000000070|000003659006|
000000070|000004846016|
000000070|000003672014|
000000070|000002164015|
000000070|000004846008|
000000070|000005294003|
000000070|000003817004|
000000070|000006011005|
000000070|000003618003|
000000070|000003618002|
000000070|000003693005|
000000070|000004566011|
000000070|000002164019|
000000070|000005265002|
000000070|000003817008|
000000070|000003817002|
000000070|000003693010|
000000070|000006011003|
000000070|000004566018|
000000070|000003618017|
000000070|000003618008|
000000070|000003699004|
000000070|000004630010|
000000070|000003693007|
000000070|000003699002|
000000070|000004630016|
000000070|000004630013|
000000070|000003699003|
000000070|000004630006|
000000070|000003607016|
000000070|000003699009|
000000070|000003817005|
000000070|000005294002|
000000070|000003672013|
000000070|000004543012|
000000070|000003607014|
000000071|000003817006|
000000071|000003699004|
000000071|000004630006|
000000071|000003659002|
000000071|000003699007|
000000071|000003672012|
000000071|000002164009|
000000071|000003817013|
000000071|000004630014|
000000071|000003693006|
000000071|000003693009|
000000071|000003693014|
000000071|000003607016|
000000071|000003817005|
000000071|000002164027|
000000071|000006011003|
000000071|000004630016|
000000071|000003699014|
000000071|000004630003|
000000071|000003699009|
000000071|000003659012|
000000071|000003699003|
000000071|000003659013|
000000071|000003618014|
000000071|000003607007|
000000071|000004846019|
000000071|000004566018|
000000071|000004543009|
000000071|000003453002|
000000071|000003672014|
000000071|000003693010|
000000071|000004543005|
000000071|000003618008|
000000071|000003699002|
000000071|000004846008|
000000071|000004630010|
000000071|000002164016|
000000071|000004543006|
000000071|000003693007|
000000071|000003659014|
000000071|000004543012|
000000071|000004566006|
000000071|000005265003|
000000071|000003618003|
000000071|000003672016|
000000071|000006011005|
000000071|000002164018|
000000071|000005294003|
000000071|000003699016|
000000071|000003618004|
000000071|000003607013|
000000071|000003699011|
000000071|000003817004|
000000071|000004566011|
000000071|000003672009|
000000071|000003618017|
000000071|000002164013|
000000071|000004630011|
000000071|000004846015|
000000071|000004566010|
000000071|000004630013|
000000071|000005294002|
000000071|000003659006|
000000071|000003817002|
000000071|000002164015|
000000071|000004846014|
000000071|000002164021|
000000071|000003693005|
000000071|000003659008|
000000071|000002164020|
000000071|000003699005|
000000071|000005265002|
000000071|000003817008|
000000071|000003607014|
000000071|000003659016|
000000072|000003672014|
000000072|000003672012|
000000072|000003607014|
000000072|000002164020|
000000072|000003618008|
000000072|000004630016|
000000072|000003659014|
000000072|000004846015|
000000072|000002164013|
000000072|000003699009|
000000072|000004566011|
000000072|000003693014|
000000072|000004846008|
000000072|000004543012|
000000072|000003699014|
000000072|000003607007|
000000072|000004630006|
000000072|000003607013|
000000072|000004630014|
000000072|000004566006|
000000072|000005265002|
000000072|000002164004|
000000072|000003699004|
000000072|000003672016|
000000072|000004630010|
000000072|000004566010|
000000072|000006011003|
000000072|000003699011|
000000072|000005294002|
000000072|000004630011|
000000072|000004566004|
000000072|000003817002|
000000072|000005294003|
000000072|000003693005|
000000072|000003607016|
000000072|000003659008|
000000072|000003693010|
000000072|000004630003|
000000072|000003672009|
000000072|000003817006|
000000072|000003817013|
000000072|000003453002|
000000072|000003618003|
000000072|000003817005|
000000072|000003618004|
000000072|000002164021|
000000072|000006011005|
000000072|000003659006|
000000072|000003618017|
000000072|000003817004|
000000072|000004543006|
000000072|000002164027|
000000072|000004543005|
000000072|000003659016|
000000072|000003699016|
000000072|000004846019|
000000072|000004566018|
000000072|000003699007|
000000072|000002164009|
000000072|000003699002|
000000072|000005265003|
000000072|000003659012|
000000072|000004543009|
000000072|000003693006|
000000072|000003659002|
000000072|000003699003|
000000072|000002164015|
000000072|000003618014|
000000072|000004630013|
000000072|000003817008|
000000072|000003699005|
000000072|000003693007|
000000072|000002164016|
000000072|000003693009|
000000073|000003618002|
000000073|000003618008|
000000073|000003693007|
000000073|000003699003|
000000073|000006011005|
000000073|000002164019|
000000073|000003659014|
000000073|000003618003|
000000073|000004630011|
000000073|000003607014|
000000073|000003693005|
000000073|000003817002|
000000073|000003672014|
000000073|000004630016|
000000073|000006011003|
000000073|000004630010|
000000073|000004630014|
000000073|000003817008|
000000073|000003699004|
000000073|000003607007|
000000073|000003699009|
000000073|000005294003|
000000073|000004566010|
000000073|000002164009|
000000073|000002164013|
000000073|000003672016|
000000073|000004543012|
000000073|000004543006|
000000073|000004630013|
000000073|000003672012|
000000073|000003693009|
000000073|000003693006|
000000073|000004846016|
000000073|000003607013|
000000073|000002164017|
000000073|000003699016|
000000073|000003659016|
000000073|000004543009|
000000073|000003618014|
000000073|000005294002|
000000073|000003817004|
000000073|000004566011|
000000073|000003618017|
000000073|000003659006|
000000073|000002164015|
000000073|000003618004|
000000073|000003699014|
000000073|000003817005|
000000073|000004846008|
000000073|000003817006|
000000073|000003618009|
000000073|000003607016|
000000073|000002164016|
000000073|000004846015|
000000073|000004630006|
000000073|000003693010|
000000073|000005265002|
000000074|000003607007|
000000074|000004543012|
000000074|000003817013|
000000074|000004566010|
000000074|000003817008|
000000074|000004846008|
000000074|000003693009|
000000074|000003672016|
000000074|000004543006|
000000074|000003659012|
000000074|000002164009|
000000074|000003607016|
000000074|000003659008|
000000074|000003453002|
000000074|000002164027|
000000074|000004846019|
000000074|000003618017|
000000074|000004630016|
000000074|000005265003|
000000074|000006011005|
000000074|000002164016|
000000074|000006011003|
000000074|000005294003|
000000074|000003693005|
000000074|000003699003|
000000074|000003618003|
000000074|000003659002|
