id|name|type|description|source_id|is_relic|faction_id|faction_name|legend|
000000052|Grabbin’ klaw|Melee Weapons|||false|ORK|Orks||
000000053|Grot-prod|Melee Weapons|||false|ORK|Orks||
000000054|Kan klaw|Melee Weapons|||false|ORK|Orks||
000000055|Killsaw|Melee Weapons|||false|ORK|Orks||
000000056|Klaw of Gork (or possibly Mork)|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|ORK|Orks||
000000058|Mega-choppa|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|ORK|Orks||
000000059|Mork’s Teeth|Melee Weapons|||false|ORK|Orks||
000000060|Power klaw|Melee Weapons|||false|ORK|Orks||
s00000060|Burna bombs|Other Wargear|Once per turn, if the bearer has any burna bombs remaining, it can drop one of them. In your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, after the bearer makes a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> or <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, you can select one point on the battlefield the bearer moved across this phase. Roll one D6 for each model within 6" of that point, subtracting 1 if that model is a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> (excluding <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> models): on a 5+, that model’s unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. Each burna bomb can only be dropped once per battle.||false|ORK|Orks||
000000061|Power stabba|Melee Weapons|||false|ORK|Orks||
000000062|Spinnin’ blades|Melee Weapons|||false|ORK|Orks||
000000063|Tankhammer|Melee Weapons|||false|ORK|Orks||
s00000063|Boom bomb|Other Wargear|Once per turn, if the bearer has any boom bombs remaining, it can drop one of them. In your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, after the bearer makes a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> or <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, you can select one point on the battlefield the bearer moved across this phase. Roll one D6 for each unit within 6" of that point, subtracting 1 if that unit is a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> (excluding <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> units): on a 4+, that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. On a 6, that unit suffers D6 mortal wounds instead. Each boom bomb can only be dropped once per battle.||false|ORK|Orks||
000000064|’Urty syringe|Melee Weapons|||false|ORK|Orks||
000000065|Da Vulcha’s Klaws|Melee Weapons|||false|ORK|Orks||
000000066|Waaagh! banner|Melee Weapons|||false|ORK|Orks||
000000067|Weirdboy staff|Melee Weapons|||false|ORK|Orks||
000000068|Wreckin’ ball|Melee Weapons|||false|ORK|Orks||
000000069|Attack squig|Melee Weapons|||false|ORK|Orks||
000000070|Killkannon|Ranged Weapons|||false|ORK|Orks||
000000072|Da Pain Klaw|Melee Weapons|||false|ORK|Orks||
000000073|Mek arms|Melee Weapons|||false|ORK|Orks||
s00000074|’Ard case|Other Wargear|Add 1 to this model’s Toughness characteristic. This model cannot use the <span class="redfont">Open Topped</span> ability.||false|ORK|Orks||
000000075|Gorin’ horns|Melee Weapons|||false|ORK|Orks||
000000078|Rattler kannon|Ranged Weapons|||false|ORK|Orks||
s00000081|Kustom force field|Other Wargear|(Aura) While a friendly <span class="kwb">ORKS</span> unit is within 6" of the bearer, it has a 6+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. The range of this <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura ability</a> can never be increased, unless specifically stated otherwise.||false|ORK|Orks||
000000081|Lifta-droppa|Ranged Weapons|||false|ORK|Orks||
000000082|Supa-kannon|Ranged Weapons|||false|ORK|Orks||
s00000085|Ammo Runt|Other Wargear|Once per battle, when the bearer makes a ranged attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.<br><br><i>We recommend placing an Ammo Runt model next to the unit as a reminder, removing it once this ability has been used (an Ammo Runt does not count as a model for any rules purposes).</i>||false|ORK|Orks||
000000087|Giga shoota|Ranged Weapons|||false|ORK|Orks||
000000088|Bursta kannon|Ranged Weapons|||false|ORK|Orks||
000000089|Gaze of Mork|Ranged Weapons|||false|ORK|Orks||
000000090|Belly gun|Ranged Weapons|||false|ORK|Orks||
000000093|Huge tusks|Melee Weapons|||false|ORK|Orks||
000000094|Assault bolter|Ranged Weapons|||false|SM|Space Marines||
000000095|Assault cannon|Ranged Weapons|||false|SM|Space Marines||
000000096|Astartes grenade launcher|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000097|Astartes shotgun|Ranged Weapons|||false|SM|Space Marines||
000000098|Bolt pistol|Ranged Weapons|||false|SM|Space Marines||
000000099|Bolt rifle|Ranged Weapons|||false|SM|Space Marines||
000000100|Boltgun|Ranged Weapons|||false|SM|Space Marines||
000000101|Boltstorm gauntlet (shooting)|Ranged Weapons|||false|SM|Space Marines||
000000102|Centurion missile launcher|Ranged Weapons|||false|SM|Space Marines||
000000103|Cerberus launcher|Ranged Weapons|||false|SM|Space Marines||
000000104|Combi-bolter|Ranged Weapons|||false|SM|Space Marines||
000000105|Combi-flamer|Ranged Weapons|Before selecting targets, select one or both of the profiles below to make attacks with. If you select both, then each time an attack is made with this weapon this phase, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.||false|SM|Space Marines||
000000106|Combi-grav|Ranged Weapons|Before selecting targets, select one or both of the profiles below to make attacks with. If you select both, then each time an attack is made with this weapon this phase, subtract 1 from that attack’s hit roll.||false|SM|Space Marines||
000000107|Combi-melta|Ranged Weapons|Before selecting targets, select one or both of the profiles below to make attacks with. If you select both, then each time an attack is made with this weapon this phase, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.||false|SM|Space Marines||
000000108|Combi-plasma|Ranged Weapons|Before selecting targets, select one or two of the profiles below to make attacks with (you can only select one of the plasma gun profiles). If you select two, then each time an attack is made with this weapon this phase, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.||false|SM|Space Marines||
000000109|Conversion beamer|Ranged Weapons|||false|SM|Space Marines||
000000110|Cyclone missile launcher|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000111|Deathwind launcher|Ranged Weapons|||false|SM|Space Marines||
000000112|Demolisher cannon|Ranged Weapons|||false|SM|Space Marines||
000000113|Disintegration combi-gun|Ranged Weapons|When you choose this weapon to shoot with, select one or both of the profiles below. If you select both, subtract 1 from <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for attacks made with this weapon.||false|SM|Space Marines||
000000114|Disintegration pistol|Ranged Weapons|||false|SM|Space Marines||
000000115|Flamer|Ranged Weapons|||false|SM|Space Marines||
000000116|Flamestorm cannon|Ranged Weapons|||false|SM|Space Marines||
000000117|Frag grenades|Ranged Weapons|||false|SM|Space Marines||
000000118|Grav-pistol|Ranged Weapons|||false|SM|Space Marines||
000000119|Grav-cannon and grav-amp|Ranged Weapons|||false|SM|Space Marines||
000000120|Grav-gun|Ranged Weapons|||false|SM|Space Marines||
000000121|Grenade harness|Ranged Weapons|||false|SM|Space Marines||
000000122|Heavy bolter|Ranged Weapons|||false|SM|Space Marines||
000000123|Heavy flamer|Ranged Weapons|||false|SM|Space Marines||
000000124|Heavy plasma cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000125|Hunter-killer missile|Ranged Weapons|||false|SM|Space Marines||
000000126|Hurricane bolter|Ranged Weapons|||false|SM|Space Marines||
000000127|Icarus stormcannon|Ranged Weapons|||false|SM|Space Marines||
000000128|Kheres-pattern assault cannon|Ranged Weapons|||false|SM|Space Marines||
000000129|Krak grenades|Ranged Weapons|||false|SM|Space Marines||
000000130|Las-talon|Ranged Weapons|||false|SM|Space Marines||
000000131|Lascannon|Ranged Weapons|||false|SM|Space Marines||
s00000132|Storm shield|Other Wargear|The bearer has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. In addition, add 1 to armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> made for the bearer.||false|SM|Space Marines||
000000132|Master-crafted auto bolt rifle|Ranged Weapons|||false|SM|Space Marines||
000000133|Master-crafted boltgun|Ranged Weapons|||false|SM|Space Marines||
000000135|Meltagun|Ranged Weapons|||false|SM|Space Marines||
000000136|Missile launcher|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000137|Multi-melta|Ranged Weapons|||false|SM|Space Marines||
000000139|Plasma blaster|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000140|Plasma cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000141|Plasma cutter|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000142|Plasma gun|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000143|Plasma incinerator|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000144|Plasma pistol|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000145|Predator autocannon|Ranged Weapons|||false|SM|Space Marines||
000000146|Reaper autocannon|Ranged Weapons|||false|SM|Space Marines||
000000147|Skyhammer missile launcher|Ranged Weapons|||false|SM|Space Marines||
000000148|Skyspear missile launcher|Ranged Weapons|||false|SM|Space Marines||
000000149|Scout sniper rifle|Ranged Weapons|||false|SM|Space Marines||
s00000149|Combat shield|Other Wargear|The bearer has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>. In addition, add 1 to armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throws</a> made for the bearer.||false|SM|Space Marines||
000000150|Special issue boltgun|Ranged Weapons|||false|SM|Space Marines||
000000151|Storm bolter|Ranged Weapons|||false|SM|Space Marines||
000000152|Stormstrike missile launcher|Ranged Weapons|||false|SM|Space Marines||
000000153|Thunderfire cannon|Ranged Weapons|||false|SM|Space Marines||
000000154|Twin assault cannon|Ranged Weapons|||false|SM|Space Marines||
000000155|Twin autocannon|Ranged Weapons|||false|SM|Space Marines||
000000156|Twin boltgun|Ranged Weapons|||false|SM|Space Marines||
000000157|Twin heavy bolter|Ranged Weapons|||false|SM|Space Marines||
s00000157|Camo Cloak|Other Wargear|Each time a ranged attack is allocated to the bearer while it is receiving the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a>, add an additional 1 to any armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made against that attack.||false|SM|Space Marines||
000000158|Twin heavy flamer|Ranged Weapons|||false|SM|Space Marines||
000000159|Twin heavy plasma cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
s00000160|Centurion assault launcher|Other Wargear|While the bearer is on the battlefield, its unit has the <span class="tooltip00523" data-tooltip-content="#tooltip_content00523" data-tooltip-anchor="#tooltip_content00523"><span class="kwb">ASSAULT</span> <span class="kwb">LAUNCHERS</span></span> keyword.||false|SM|Space Marines||
000000160|Twin lascannon|Ranged Weapons|||false|SM|Space Marines||
000000161|Twin multi-melta|Ranged Weapons|||false|SM|Space Marines||
000000162|Twin plasma gun|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|SM|Space Marines||
000000163|Typhoon missile launcher|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000164|Volkite charger|Ranged Weapons|||false|SM|Space Marines||
000000165|Whirlwind castellan launcher|Ranged Weapons|||false|SM|Space Marines||
000000166|Whirlwind vengeance launcher|Ranged Weapons|||false|SM|Space Marines||
000000167|Wrist-mounted grenade launcher|Ranged Weapons|||false|SM|Space Marines||
000000168|Boltstorm gauntlet (melee)|Melee Weapons|||false|SM|Space Marines||
000000169|Chainfist|Melee Weapons|||false|SM|Space Marines||
000000170|Chainsword|Melee Weapons|||false|SM|Space Marines||
s00000171|Ironclad assault launchers|Other Wargear|The bearer has the <span class="tooltip00523" data-tooltip-content="#tooltip_content00523" data-tooltip-anchor="#tooltip_content00523"><span class="kwb">ASSAULT</span> <span class="kwb">LAUNCHERS</span></span> keyword.||false|SM|Space Marines||
000000171|Champion’s blade|Melee Weapons|||false|SM|Space Marines||
000000172|Combat knife|Melee Weapons|||false|SM|Space Marines||
000000173|Crozius arcanum|Melee Weapons|||false|SM|Space Marines||
s00000174|Teleport homer|Other Wargear|Once per battle, at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, you can remove this unit from the battlefield and then, in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your next Movement phase, you can set this unit back up on the battlefield, anywhere wholly within your own deployment zone and more than 9" from any enemy models, or anywhere within 3" of a friendly <a href="/wh40k9ed/factions/space-marines/#The-CHAPTER-Keyword"><span class="kwb2">&LT;<span class="kwb3">C</span>HAPTER&GT;</span></a> model and more than 9" from any enemy models. If the battle ends and this unit is not on the battlefield, it is destroyed. If this unit has split into two units because of its <a href="/wh40k9ed/factions/space-marines/#Combat-Squads-6">Combat Squads</a> ability, only one of those units can use the Teleport Homer ability.<br><br><i><b>Designer’s Notes:</b> We recommend placing a Teleport Homer model next to the unit as a||false|SM|Space Marines||
000000175|Dreadnought combat weapon|Melee Weapons|||false|SM|Space Marines||
000000176|Eviscerator|Melee Weapons|||false|SM|Space Marines||
000000177|Force axe|Melee Weapons|||false|SM|Space Marines||
000000178|Force stave|Melee Weapons|||false|SM|Space Marines||
000000179|Force sword|Melee Weapons|||false|SM|Space Marines||
000000180|Lightning claw|Melee Weapons|||false|SM|Space Marines||
000000181|Master-crafted power sword|Melee Weapons|||false|SM|Space Marines||
000000182|Power axe|Melee Weapons|||false|SM|Space Marines||
000000183|Power fist|Melee Weapons|||false|SM|Space Marines||
000000184|Power lance|Melee Weapons|||false|SM|Space Marines||
000000185|Power maul|Melee Weapons|||false|SM|Space Marines||
000000186|Power sword|Melee Weapons|||false|SM|Space Marines||
000000187|Relic blade|Melee Weapons|||false|SM|Space Marines||
000000188|Seismic hammer|Melee Weapons|||false|SM|Space Marines||
000000189|Servo-arm|Melee Weapons|||false|SM|Space Marines||
000000190|Siege drills|Melee Weapons|||false|SM|Space Marines||
000000191|Thunder hammer|Melee Weapons|||false|SM|Space Marines||
000000196|Hand of Dominion (shooting)|Ranged Weapons|||false|SM|Space Marines||
000000197|The Emperor’s Sword|Melee Weapons|||false|SM|Space Marines||
s00000198|Infernum halo-launcher|Other Wargear|Each time a ranged attack made by an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> model is allocated to the bearer, add 1 to any armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made against that attack.||false|SM|Space Marines||
000000198|Hand of Dominion (melee)|Melee Weapons|||false|SM|Space Marines||
000000199|Fist of Dorn|Melee Weapons|||false|SM|Space Marines||
000000200|Dorn’s Arrow|Ranged Weapons|||false|SM|Space Marines||
000000201|Gauntlets of Ultramar (shooting)|Ranged Weapons|||false|SM|Space Marines||
000000202|Gauntlets of Ultramar (melee)|Melee Weapons|||false|SM|Space Marines||
000000203|The Talassarian Tempest Blade|Melee Weapons|||false|SM|Space Marines||
000000204|The Rod of Tigurius|Melee Weapons|||false|SM|Space Marines||
000000205|Infernus|Ranged Weapons|Before selecting targets, select one or both of the profiles below to make attacks with. If you select both, then each time an attack is made with this weapon this phase, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.||false|SM|Space Marines||
s00000206|Armorium cherub|Other Wargear|Once per battle, in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this unit has shot, one model in this unit can immediately shoot with one of its ranged weapons again.<br><br><i><b>Designer’s Note:</b> We recommend placing an Armorium Cherub model next to the unit as a reminder, removing it once this ability has been used (an Armorium Cherub does not count as a model for any rules purposes).</i>||false|SM|Space Marines||
000000206|Quietus|Ranged Weapons|||false|SM|Space Marines||
000000207|Sword of the High Marshals|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|SM|Space Marines||
000000208|Black Sword|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|SM|Space Marines||
000000210|Raven’s Talons|Melee Weapons|||false|SM|Space Marines||
000000211|Gauntlet of the Forge|Ranged Weapons|||false|SM|Space Marines||
000000212|Spear of Vulkan|Melee Weapons|||false|SM|Space Marines||
000000213|Moonfang|Melee Weapons|||false|SM|Space Marines||
000000252|Redemption missile silo|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with. Units that are <a href="/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within">wholly within</a> 12" of the firing model are not eligible targets for this weapon.||false|UN|Unaligned||
000000258|Nightwing|Ranged Weapons|||false|SM|Space Marines||
000000300|Gatling psilencer|Ranged Weapons|||false|GK|Grey Knights||
000000301|Heavy incinerator|Ranged Weapons|||false|GK|Grey Knights||
000000302|Heavy psycannon|Ranged Weapons|||false|GK|Grey Knights||
000000303|Incinerator|Ranged Weapons|||false|GK|Grey Knights||
000000304|Psilencer|Ranged Weapons|||false|GK|Grey Knights||
000000305|Psycannon|Ranged Weapons|||false|GK|Grey Knights||
000000306|Psyk-out grenades|Ranged Weapons|||false|GK|Grey Knights||
000000307|Black Blade of Antwyr|Melee Weapons|||false|GK|Grey Knights||
000000308|Dreadfist|Melee Weapons|||false|GK|Grey Knights||
000000309|Malleus Argyrum|Melee Weapons|||false|GK|Grey Knights||
000000310|Nemesis daemon greathammer|Melee Weapons|||false|GK|Grey Knights||
000000311|Nemesis daemon hammer|Melee Weapons|||false|GK|Grey Knights||
000000312|Nemesis falchion|Melee Weapons|||false|GK|Grey Knights||
000000313|Nemesis force halberd|Melee Weapons|||false|GK|Grey Knights||
000000314|Nemesis force sword|Melee Weapons|||false|GK|Grey Knights||
000000315|Nemesis greatsword|Melee Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|GK|Grey Knights||
000000316|Nemesis warding stave|Melee Weapons|||false|GK|Grey Knights||
000000317|The Titansword|Melee Weapons|||false|GK|Grey Knights||
000000325|Airbursting fragmentation projector|Ranged Weapons|||false|TAU|T’au Empire||
000000326|Burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000327|Cluster rocket system|Ranged Weapons|||false|TAU|T’au Empire||
000000328|Cyclic ion blaster|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000329|Cyclic ion raker|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000330|Destroyer missile|Ranged Weapons|||false|TAU|T’au Empire||
000000331|Fusion blaster|Ranged Weapons|||false|TAU|T’au Empire||
000000332|Fusion collider|Ranged Weapons|||false|TAU|T’au Empire||
000000333|Heavy burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000334|Heavy rail rifle|Ranged Weapons|||false|TAU|T’au Empire||
000000335|High-output burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000336|High-yield missile pod|Ranged Weapons|||false|TAU|T’au Empire||
000000337|Ion accelerator|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000338|Ion cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000339|Ion rifle|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000340|Kroot gun|Ranged Weapons|||false|TAU|T’au Empire||
