datasheet_id|keyword|model|is_faction_keyword|
000000014|Speed Freeks||false|
000000014|<Clan>||true|
000000014|Ork||true|
000000015|Mad Dok Grotsnik||false|
000000015|Infantry||false|
000000015|Character||false|
000000015|Painboy||false|
000000015|Ork||true|
000000015|Deathskulls||true|
000000016|Mob||false|
000000016|Boyz||false|
000000016|Core||false|
000000016|Tankbusta Bombs||false|
000000016|Infantry||false|
000000016|<Clan>||true|
000000016|Ork||true|
000000017|Infantry||false|
000000017|Gretchin||false|
000000017|Core||false|
000000017|<Clan>||true|
000000017|Ork||true|
000000018|Character||false|
000000018|Runtherd||false|
000000018|Infantry||false|
000000018|Ork||true|
000000018|<Clan>||true|
000000019|Core||false|
000000019|Mob||false|
000000019|Infantry||false|
000000019|Burna Boyz||false|
000000019|Ork||true|
000000019|<Clan>||true|
000000020|Mob||false|
000000020|Tankbustas||false|
000000020|Core||false|
000000020|Infantry||false|
000000020|Tankbusta Bombs||false|
000000020|Ork||true|
000000020|<Clan>||true|
000000021|Mob||false|
000000021|Nobz||false|
000000021|Core||false|
000000021|Infantry||false|
000000021|<Clan>||true|
000000021|Ork||true|
000000022|Infantry||false|
000000022|Nob||false|
000000022|Character||false|
000000022|Ork||true|
000000022|<Clan>||true|
000000024|Infantry||false|
000000024|Meganobz||false|
000000024|Core||false|
000000024|Nobz||false|
000000024|Mob||false|
000000024|Mega Armour||false|
000000024|<Clan>||true|
000000024|Ork||true|
000000025|Infantry||false|
000000025|Tankbusta Bombs||false|
000000025|Core||false|
000000025|Kommandos||false|
000000025|Mob||false|
000000025|Ork||true|
000000025|<Clan>||true|
000000026|Vehicle||false|
000000026|Transport||false|
000000026|Trukk||false|
000000026|<Clan>||true|
000000026|Ork||true|
000000027|Stormboyz||false|
000000027|Mob||false|
000000027|Fly||false|
000000027|Core||false|
000000027|Infantry||false|
000000027|Jump Pack||false|
000000027|Ork||true|
000000027|<Clan>||true|
000000028|Vehicle||false|
000000028|Speed Freeks||false|
000000028|Deffkoptas||false|
000000028|Fly||false|
000000028|<Clan>||true|
000000028|Ork||true|
000000029|Dakkajet||false|
000000029|Fly||false|
000000029|Vehicle||false|
000000029|Aircraft||false|
000000029|<Clan>||true|
000000029|Ork||true|
000000030|Fly||false|
000000030|Vehicle||false|
000000030|Burna-bommer||false|
000000030|Aircraft||false|
000000030|<Clan>||true|
000000030|Ork||true|
000000031|Fly||false|
000000031|Vehicle||false|
000000031|Aircraft||false|
000000031|Blitza-bommer||false|
000000031|<Clan>||true|
000000031|Ork||true|
000000032|Fly||false|
000000032|Vehicle||false|
000000032|Wazbom Blastajet||false|
000000032|Aircraft||false|
000000032|Mek||false|
000000032|<Clan>||true|
000000032|Ork||true|
000000033|Speed Freeks||false|
000000033|Warbikers||false|
000000033|Core||false|
000000033|Biker||false|
000000033|<Clan>||true|
000000033|Ork||true|
000000034|Speed Freeks||false|
000000034|Vehicle||false|
000000034|Wartrakks||false|
000000034|<Clan>||true|
000000034|Ork||true|
000000035|Vehicle||false|
000000035|Skorchas||false|
000000035|Speed Freeks||false|
000000035|<Clan>||true|
000000035|Ork||true|
000000036|Speed Freeks||false|
000000036|Vehicle||false|
000000036|Warbuggies||false|
000000036|<Clan>||true|
000000036|Ork||true|
000000037|Vehicle||false|
000000037|Gretchin||false|
000000037|Artillery||false|
000000037|Big Gunz||false|
000000037|<Clan>||true|
000000037|Ork||true|
000000038|Vehicle||false|
000000038|Mek Gunz||false|
000000038|Gretchin||false|
000000038|Artillery||false|
000000038|<Clan>||true|
000000038|Ork||true|
000000039|Battlewagon||false|
000000039|Transport||false|
000000039|Wagon||false|
000000039|Vehicle||false|
000000039|Ork||true|
000000039|<Clan>||true|
000000040|Vehicle||false|
000000040|Deff Dreads||false|
000000040|Walkerz||false|
000000040|<Clan>||true|
000000040|Ork||true|
000000041|Vehicle||false|
000000041|Killa Kans||false|
000000041|Gretchin||false|
000000041|Walkerz||false|
000000041|Ork||true|
000000041|<Clan>||true|
000000042|Titanic||false|
000000042|Transport||false|
000000042|Vehicle||false|
000000042|Walkerz||false|
000000042|Morkanaut||false|
000000042|<Clan>||true|
000000042|Ork||true|
000000043|Vehicle||false|
000000043|Titanic||false|
000000043|Gorkanaut||false|
000000043|Transport||false|
000000043|Walkerz||false|
000000043|<Clan>||true|
000000043|Ork||true|
000000044|Infantry||false|
000000044|Lootas||false|
000000044|Core||false|
000000044|Mob||false|
000000044|Ork||true|
000000044|<Clan>||true|
000000045|Infantry||false|
000000045|Flash Gitz||false|
000000045|Mob||false|
000000045|Ork||true|
000000045|<Clan>||true|
000000046|Walkerz||false|
000000046|Transport||false|
000000046|Vehicle||false|
000000046|Titanic||false|
000000046|Stompa||false|
000000046|Ork||true|
000000046|<Clan>||true|
000000047|Warboss||false|
000000047|Speed Freeks||false|
000000047|Zhadsnark da Ripper||false|
000000047|Character||false|
000000047|Biker||false|
000000047|Ork||true|
000000047|Evil Sunz||true|
000000048|Infantry||false|
000000048|Big Mek||false|
000000048|Mek Boss Buzzgob||false|
000000048|Character||false|
000000048|Ork||true|
000000048|Goffs||true|
000000049|Vehicle||false|
000000049|Gretchin||false|
000000049|Grot Tanks||false|
000000049|<Clan>||true|
000000049|Ork||true|
000000050|Vehicle||false|
000000050|Gretchin||false|
000000050|Grot Mega-tank||false|
000000050|<Clan>||true|
000000050|Ork||true|
000000051|Monster||false|
000000051|Squiggoth||false|
000000051|Transport||false|
000000051|Ork||true|
000000051|<Clan>||true|
000000052|Walkerz||false|
000000052|Vehicle||false|
000000052|Meka-Dread||false|
000000052|Ork||true|
000000052|<Clan>||true|
000000053|Battlewagon||false|
000000053|Lifta Wagon||false|
000000053|Vehicle||false|
000000053|Ork||true|
000000053|<Clan>||true|
000000054|Vehicle||false|
000000054|Transport||false|
000000054|Big Trakk||false|
000000054|<Clan>||true|
000000054|Ork||true|
000000055|Transport||false|
000000055|Kannonwagon||false|
000000055|Vehicle||false|
000000055|Ork||true|
000000055|<Clan>||true|
000000056|Vehicle||false|
000000056|Titanic||false|
000000056|Transport||false|
000000056|Kill Tank||false|
000000056|<Clan>||true|
000000056|Ork||true|
000000057|Fly||false|
000000057|Vehicle||false|
000000057|Aircraft||false|
000000057|Transport||false|
000000057|Chinork Warkopta||false|
000000057|Ork||true|
000000057|<Clan>||true|
000000058|Kustom Stompa||false|
000000058|Vehicle||false|
000000058|Transport||false|
000000058|Titanic||false|
000000058|Walkerz||false|
000000058|<Clan>||true|
000000058|Ork||true|
000000059|Titanic||false|
000000059|Gargantuan Squiggoth||false|
000000059|Transport||false|
000000059|Monster||false|
000000059|<Clan>||true|
000000059|Ork||true|
000000060|Character||false|
000000060|Captain||false|
000000060|Jump Pack||false|
000000060|Infantry||false|
000000060|Fly||false|
000000060|Death Company||false|
000000060|Imperium||true|
000000060|Adeptus Astartes||true|
000000060|<Chapter>||true|
000000061|Death Company||false|
000000061|Character||false|
000000061|Captain||false|
000000061|Terminator||false|
000000061|Deathwing||false|
000000061|Infantry||false|
000000061|Imperium||true|
000000061|<Chapter>||true|
000000061|Adeptus Astartes||true|
000000063|MK X Gravis||false|
000000063|Death Company||false|
000000063|Character||false|
000000063|Primaris||false|
000000063|Captain||false|
000000063|Infantry||false|
000000063|Imperium||true|
000000063|<Chapter>||true|
000000063|Adeptus Astartes||true|
000000064|Death Company||false|
000000064|Character||false|
000000064|Captain||false|
000000064|Ravenwing||false|
000000064|Biker||false|
000000064|Imperium||true|
000000064|<Chapter>||true|
000000064|Adeptus Astartes||true|
000000065|Librarian||false|
000000065|Character||false|
000000065|Psyker||false|
000000065|Jump Pack||false|
000000065|Deathwing||false|
000000065|Infantry||false|
000000065|Fly||false|
000000065|Adeptus Astartes||true|
000000065|Imperium||true|
000000065|<Chapter>||true|
000000066|Librarian||false|
000000066|Character||false|
000000066|Psyker||false|
000000066|Terminator||false|
000000066|Deathwing||false|
000000066|Infantry||false|
000000066|Imperium||true|
000000066|<Chapter>||true|
000000066|Adeptus Astartes||true|
000000067|Biker||false|
000000067|Librarian||false|
000000067|Character||false|
000000067|Psyker||false|
000000067|Imperium||true|
000000067|<Chapter>||true|
000000067|Adeptus Astartes||true|
000000068|Character||false|
000000068|Infantry||false|
000000068|Techmarine||false|
000000068|Imperium||true|
000000068|<Chapter>||true|
000000068|Adeptus Astartes||true|
000000069|Servitors||false|
000000069|Infantry||false|
000000069|<Chapter>||true|
000000069|Adeptus Astartes||true|
000000069|Imperium||true|
000000070|Biker||false|
000000070|Techmarine||false|
000000070|Character||false|
000000070|Imperium||true|
000000070|<Chapter>||true|
000000070|Adeptus Astartes||true|
000000071|Character||false|
000000071|Priest||false|
000000071|Jump Pack||false|
000000071|Chaplain||false|
000000071|Infantry||false|
000000071|Wolf Priest||false|
000000071|Fly||false|
000000071|<Chapter>||true|
000000071|Imperium||true|
000000071|Adeptus Astartes||true|
000000072|Character||false|
000000072|Priest||false|
000000072|Terminator||false|
000000072|Deathwing||false|
000000072|Wolf Priest||false|
000000072|Infantry||false|
000000072|Chaplain||false|
000000072|Adeptus Astartes||true|
000000072|Imperium||true|
000000072|<Chapter>||true|
000000073|Character||false|
000000073|Priest||false|
000000073|Chaplain||false|
000000073|Biker||false|
000000073|Imperium||true|
000000073|<Chapter>||true|
000000073|Adeptus Astartes||true|
000000074|Apothecary||false|
000000074|Command Squad||false|
000000074|Infantry||false|
000000074|Character||false|
000000074|<Chapter>||true|
000000074|Adeptus Astartes||true|
000000074|Imperium||true|
000000075|Character||false|
000000075|Biker||false|
000000075|Apothecary||false|
000000075|Imperium||true|
000000075|<Chapter>||true|
000000075|Adeptus Astartes||true|
000000076|Death Company||false|
000000076|Infantry||false|
000000076|Primaris||false|
000000076|Character||false|
000000076|Wolf Guard||false|
000000076|Lieutenant||false|
000000076|Adeptus Astartes||true|
000000076|<Chapter>||true|
000000076|Imperium||true|
000000077|Company Ancient||false|
000000077|Wolf Guard||false|
000000077|Character||false|
000000077|Infantry||false|
000000077|Command Squad||false|
000000077|Ancient||false|
000000077|Adeptus Astartes||true|
000000077|<Chapter>||true|
000000077|Imperium||true|
000000078|Company Ancient||false|
000000078|Character||false|
000000078|Biker||false|
000000078|Ancient||false|
000000078|Imperium||true|
000000078|<Chapter>||true|
000000078|Adeptus Astartes||true|
000000079|Wolf Guard||false|
000000079|Character||false|
000000079|Primaris||false|
000000079|Ancient||false|
000000079|Infantry||false|
000000079|Adeptus Astartes||true|
000000079|<Chapter>||true|
000000079|Imperium||true|
000000080|Character||false|
000000080|Company Champion||false|
000000080|Infantry||false|
000000080|Command Squad||false|
000000080|Imperium||true|
000000080|<Chapter>||true|
000000080|Adeptus Astartes||true|
000000081|Biker||false|
000000081|Company Champion||false|
000000081|Character||false|
000000081|Imperium||true|
000000081|<Chapter>||true|
000000081|Adeptus Astartes||true|
000000082|Wolf Guard||false|
000000082|Core||false|
000000082|Company Veterans||false|
000000082|Infantry||false|
000000082|Command Squad||false|
000000082|Adeptus Astartes||true|
000000082|<Chapter>||true|
000000082|Imperium||true|
000000083|Biker||false|
000000083|Company Veterans||false|
000000083|Imperium||true|
000000083|<Chapter>||true|
000000083|Adeptus Astartes||true|
000000084|Infantry||false|
000000084|Tactical Squad||false|
000000084|Core||false|
000000084|Melta Bombs||false|
000000084|Imperium||true|
000000084|<Chapter>||true|
000000084|Adeptus Astartes||true|
000000085|Smokescreen||false|
000000085|Scout Squad||false|
000000085|Core||false|
000000085|Scout||false|
000000085|Infantry||false|
000000085|Imperium||true|
000000085|<Chapter>||true|
000000085|Adeptus Astartes||true|
000000086|Intercessor Squad||false|
000000086|Primaris||false|
000000086|Core||false|
000000086|Infantry||false|
000000086|Intercessors||false|
000000086|Imperium||true|
000000086|<Chapter>||true|
000000086|Adeptus Astartes||true|
000000087|Character||false|
000000087|Imperial Space Marine||false|
000000087|Infantry||false|
000000087|Adeptus Astartes||true|
000000087|<Chapter>||true|
000000087|Imperium||true|
000000088|Core||false|
000000088|Infantry||false|
000000088|Honour Guard||false|
000000088|Imperium||true|
000000088|Ultramarines||true|
000000088|Adeptus Astartes||true|
000000089|Ancient||false|
000000089|Infantry||false|
000000089|Chapter Ancient||false|
000000089|Character||false|
000000089|Imperium||true|
000000089|Ultramarines||true|
000000089|Adeptus Astartes||true|
000000090|Chapter Champion||false|
000000090|Character||false|
000000090|Infantry||false|
000000090|Imperium||true|
000000090|Ultramarines||true|
000000090|Adeptus Astartes||true|
000000091|Centurion Assault Squad||false|
000000091|Assault Launchers||false|
000000091|Centurion||false|
000000091|Infantry||false|
000000091|Adeptus Astartes||true|
000000091|<Chapter>||true|
000000091|Imperium||true|
000000092|Sternguard Veteran Squad||false|
000000092|Core||false|
000000092|Infantry||false|
000000092|Imperium||true|
000000092|<Chapter>||true|
000000092|Adeptus Astartes||true|
000000093|Fly||false|
000000093|Vanguard Veteran Squad||false|
000000093|Infantry||false|
000000093|Core||false|
000000093|Jump Pack||false|
000000093|Melta Bombs||false|
000000093|Imperium||true|
000000093|<Chapter>||true|
000000093|Adeptus Astartes||true|
000000094|Dreadnought||false|
000000094|Smokescreen||false|
000000094|Vehicle||false|
000000094|Core||false|
000000094|Adeptus Astartes||true|
000000094|<Chapter>||true|
000000094|Imperium||true|
000000095|Dreadnought||false|
000000095|Smokescreen||false|
000000095|Vehicle||false|
000000095|Venerable Dreadnought||false|
000000095|Core||false|
000000095|Imperium||true|
000000095|<Chapter>||true|
000000095|Adeptus Astartes||true|
000000096|Contemptor Dreadnought||false|
000000096|Core||false|
000000096|Vehicle||false|
000000096|Dreadnought||false|
000000096|Imperium||true|
000000096|<Chapter>||true|
000000096|Adeptus Astartes||true|
000000097|Core||false|
000000097|Ironclad Dreadnought||false|
000000097|Assault Launchers||false|
000000097|Vehicle||false|
000000097|Smokescreen||false|
000000097|Dreadnought||false|
000000097|Imperium||true|
000000097|<Chapter>||true|
000000097|Adeptus Astartes||true|
000000098|Terminator Squad||false|
000000098|Wolf Guard||false|
000000098|Core||false|
000000098|Terminator||false|
000000098|Deathwing||false|
000000098|Infantry||false|
000000098|Imperium||true|
000000098|<Chapter>||true|
000000098|Adeptus Astartes||true|
000000099|Wolf Guard||false|
000000099|Core||false|
000000099|Terminator||false|
000000099|Deathwing||false|
000000099|Infantry||false|
000000099|Terminator Assault Squad||false|
000000099|Imperium||true|
000000099|<Chapter>||true|
000000099|Adeptus Astartes||true|
000000102|Fly||false|
000000102|Infantry||false|
000000102|Assault Squad||false|
000000102|Core||false|
000000102|Jump Pack||false|
000000102|Melta Bombs||false|
000000102|Imperium||true|
000000102|<Chapter>||true|
000000102|Adeptus Astartes||true|
000000103|Jump Pack||false|
000000103|Infantry||false|
000000103|Core||false|
000000103|Primaris||false|
000000103|MK X Gravis||false|
000000103|Inceptor Squad||false|
000000103|Fly||false|
000000103|Imperium||true|
000000103|<Chapter>||true|
000000103|Adeptus Astartes||true|
000000104|Smokescreen||false|
000000104|Scout Bike Squad||false|
000000104|Biker||false|
000000104|Core||false|
000000104|Scout||false|
000000104|Imperium||true|
000000104|<Chapter>||true|
000000104|Adeptus Astartes||true|
000000105|Swiftclaw||false|
000000105|Ravenwing||false|
000000105|Core||false|
000000105|Bike Squad||false|
000000105|Biker||false|
000000105|Imperium||true|
000000105|<Chapter>||true|
000000105|Adeptus Astartes||true|
000000106|Swiftclaw||false|
000000106|Ravenwing||false|
000000106|Core||false|
000000106|Biker||false|
000000106|Attack Bike Squad||false|
000000106|Imperium||true|
000000106|<Chapter>||true|
000000106|Adeptus Astartes||true|
000000107|Land Speeder||false|
000000107|Scout||false|
000000107|Transport||false|
000000107|Vehicle||false|
000000107|Fly||false|
000000107|Land Speeder Storm||false|
000000107|<Chapter>||true|
000000107|Adeptus Astartes||true|
000000107|Imperium||true|
000000108|Land Speeders||false|
000000108|Fly||false|
000000108|Vehicle||false|
000000108|Ravenwing||false|
000000108|Imperium||true|
000000108|<Chapter>||true|
000000108|Adeptus Astartes||true|
000000109|Smokescreen||false|
000000109|Vehicle||false|
000000109|Rhino||false|
000000109|Transport||false|
000000109|Adeptus Astartes||true|
000000109|<Chapter>||true|
000000109|Imperium||true|
000000110|Vehicle||false|
000000110|Transport||false|
000000110|Rhino Primaris||false|
000000110|Imperium||true|
000000110|<Chapter>||true|
000000110|Adeptus Astartes||true|
000000111|Vehicle||false|
000000111|Smokescreen||false|
000000111|Razorback||false|
000000111|Transport||false|
000000111|Imperium||true|
000000111|<Chapter>||true|
000000111|Adeptus Astartes||true|
000000112|Vehicle||false|
000000112|Drop Pod||false|
000000112|Transport||false|
000000112|Imperium||true|
000000112|<Chapter>||true|
000000112|Adeptus Astartes||true|
000000113|Fly||false|
000000113|Vehicle||false|
000000113|Aircraft||false|
000000113|Stormhawk Interceptor||false|
000000113|Imperium||true|
000000113|<Chapter>||true|
000000113|Adeptus Astartes||true|
000000114|Aircraft||false|
000000114|Stormtalon Gunship||false|
000000114|Vehicle||false|
000000114|Fly||false|
000000114|Adeptus Astartes||true|
000000114|<Chapter>||true|
000000114|Imperium||true|
000000115|Infantry||false|
000000115|Core||false|
000000115|Devastator Squad||false|
000000115|<Chapter>||true|
000000115|Adeptus Astartes||true|
000000115|Imperium||true|
000000116|Centurion Devastator Squad||false|
000000116|Infantry||false|
000000116|Centurion||false|
000000116|Imperium||true|
000000116|<Chapter>||true|
000000116|Adeptus Astartes||true|
000000117|Hellblaster Squad||false|
000000117|Primaris||false|
000000117|Core||false|
000000117|Infantry||false|
000000117|Imperium||true|
000000117|<Chapter>||true|
000000117|Adeptus Astartes||true|
000000118|Gunner|Techmarine Gunner|false|
000000118|Thunderfire Cannon|Thunderfire Cannon|false|
000000118|Vehicle|Thunderfire Cannon|false|
000000118|Character|Techmarine Gunner|false|
000000118|Infantry|Techmarine Gunner|false|
000000118|Artillery|Thunderfire Cannon|false|
000000118|<Chapter>||true|
000000118|Imperium||true|
000000118|Adeptus Astartes||true|
000000119|Predator Destructor||false|
000000119|Predator||false|
000000119|Vehicle||false|
000000119|Smokescreen||false|
000000119|<Chapter>||true|
000000119|Adeptus Astartes||true|
000000119|Imperium||true|
000000120|Smokescreen||false|
000000120|Vehicle||false|
000000120|Whirlwind||false|
000000120|<Chapter>||true|
000000120|Adeptus Astartes||true|
000000120|Imperium||true|
000000121|Smokescreen||false|
000000121|Vehicle||false|
000000121|Vindicator||false|
000000121|Imperium||true|
000000121|<Chapter>||true|
000000121|Adeptus Astartes||true|
000000122|Smokescreen||false|
000000122|Vehicle||false|
000000122|Hunter||false|
000000122|Imperium||true|
000000122|<Chapter>||true|
000000122|Adeptus Astartes||true|
000000123|Smokescreen||false|
000000123|Stalker||false|
000000123|Vehicle||false|
000000123|Adeptus Astartes||true|
000000123|<Chapter>||true|
000000123|Imperium||true|
000000124|Fly||false|
000000124|Vehicle||false|
000000124|Aircraft||false|
000000124|Transport||false|
000000124|Stormraven Gunship||false|
000000124|Machine Spirit||false|
000000124|Imperium||true|
000000124|<Chapter>||true|
000000124|Adeptus Astartes||true|
000000125|Smokescreen||false|
000000125|Vehicle||false|
000000125|Transport||false|
000000125|Machine Spirit||false|
000000125|Land Raider||false|
000000125|Adeptus Astartes||true|
000000125|<Chapter>||true|
000000125|Imperium||true|
000000126|Smokescreen||false|
000000126|Vehicle||false|
000000126|Transport||false|
000000126|Land Raider||false|
000000126|Assault Launchers||false|
000000126|Machine Spirit||false|
000000126|Land Raider Crusader||false|
000000126|Imperium||true|
000000126|<Chapter>||true|
000000126|Adeptus Astartes||true|
000000127|Land Raider Redeemer||false|
000000127|Machine Spirit||false|
000000127|Assault Launchers||false|
000000127|Smokescreen||false|
000000127|Vehicle||false|
000000127|Land Raider||false|
000000127|Transport||false|
000000127|Imperium||true|
000000127|Adeptus Astartes||true|
000000127|<Chapter>||true|
000000128|Vehicle||false|
000000128|Transport||false|
000000128|Land Raider Excelsior||false|
000000128|Land Raider||false|
000000128|Adeptus Astartes||true|
000000128|Imperium||true|
000000128|<Chapter>||true|
000000129|Monster||false|
000000129|Character||false|
000000129|Roboute Guilliman||false|
000000129|Primarch||false|
000000129|Imperium||true|
000000129|Ultramarines||true|
000000129|Adeptus Astartes||true|
000000130|Lysander||false|
000000130|Character||false|
000000130|Captain||false|
000000130|Terminator||false|
000000130|Infantry||false|
000000130|Imperial Fists||true|
000000130|Imperium||true|
000000130|Adeptus Astartes||true|
000000131|Infantry||false|
000000131|Pedro Kantor||false|
000000131|Chapter Master||false|
000000131|Character||false|
000000131|Crimson Fists||true|
000000131|Adeptus Astartes||true|
000000131|Imperium||true|
000000132|Marneus Calgar||false|
000000132|Infantry||false|
000000132|Primaris||false|
000000132|Chapter Master||false|
000000132|Character||false|
000000132|MK X Gravis||false|
000000132|Adeptus Astartes||true|
000000132|Imperium||true|
000000132|Ultramarines||true|
000000133|Character||false|
000000133|Chapter Master||false|
000000133|Infantry||false|
000000133|Marneus Calgar||false|
000000133|Adeptus Astartes||true|
000000133|Ultramarines||true|
000000133|Imperium||true|
000000134|Character||false|
000000134|Captain||false|
000000134|Sicarius||false|
000000134|Infantry||false|
000000134|Imperium||true|
000000134|Ultramarines||true|
000000134|Adeptus Astartes||true|
000000135|Infantry||false|
000000135|Psyker||false|
000000135|Tigurius||false|
000000135|Primaris||false|
000000135|Character||false|
000000135|Librarian||false|
000000135|Chief Librarian||false|
000000135|Imperium||true|
000000135|Ultramarines||true|
000000135|Adeptus Astartes||true|
000000136|Infantry||false|
000000136|Chaplain||false|
000000136|Cassius||false|
000000136|Master of Sanctity||false|
000000136|Priest||false|
000000136|Character||false|
000000136|Imperium||true|
000000136|Ultramarines||true|
000000136|Adeptus Astartes||true|
000000137|Infantry||false|
000000137|Scout||false|
000000137|Sergeant Telion||false|
000000137|Character||false|
000000137|Imperium||true|
000000137|Ultramarines||true|
000000137|Adeptus Astartes||true|
000000138|Character||false|
000000138|Sergeant Chronus||false|
000000138|Infantry||false|
000000138|Imperium||true|
000000138|Ultramarines||true|
000000138|Adeptus Astartes||true|
000000139|Sternguard Veteran Squad||false|
000000139|Core||false|
000000139|Infantry||false|
000000139|Tyrannic War Veterans||false|
000000139|Adeptus Astartes||true|
000000139|Ultramarines||true|
000000139|Imperium||true|
000000140|Vehicle||false|
000000140|Terminus Ultra||false|
000000140|Land Raider||false|
000000140|Imperium||true|
000000140|<Chapter>||true|
000000140|Adeptus Astartes||true|
000000141|Character||false|
000000141|Chapter Master||false|
000000141|Primaris||false|
000000141|High Marshal Helbrecht||false|
000000141|Infantry||false|
000000141|Black Templars||true|
000000141|Adeptus Astartes||true|
000000141|Imperium||true|
000000142|Primaris||false|
000000142|Character||false|
000000142|Emperor’s Champion||false|
000000142|Infantry||false|
000000142|Black Templars||true|
000000142|Adeptus Astartes||true|
000000142|Imperium||true|
000000143|Grimaldus||false|
000000143|Character||false|
000000143|Priest||false|
000000143|Primaris||false|
000000143|Master of Sanctity||false|
000000143|Chaplain||false|
000000143|Infantry||false|
000000143|Adeptus Astartes||true|
000000143|Imperium||true|
000000143|Black Templars||true|
000000145|Core||false|
000000145|Infantry||false|
000000145|Smokescreen||false|
000000145|Crusader Squad||false|
000000145|Black Templars||true|
000000145|Imperium||true|
000000145|Adeptus Astartes||true|
000000146|Jump Pack||false|
000000146|Infantry||false|
000000146|Phobos||false|
000000146|Kayvaan Shrike||false|
000000146|Fly||false|
000000146|Primaris||false|
000000146|Character||false|
000000146|Chapter Master||false|
000000146|Adeptus Astartes||true|
000000146|Imperium||true|
000000146|Raven Guard||true|
000000147|Infantry||false|
000000147|Vulkan He’stan||false|
000000147|Captain||false|
000000147|Character||false|
000000147|Adeptus Astartes||true|
000000147|Imperium||true|
000000147|Salamanders||true|
000000148|Captain||false|
000000148|Primaris||false|
000000148|Character||false|
000000148|Infantry||false|
000000148|Kor’sarro Khan||false|
000000148|Imperium||true|
000000148|White Scars||true|
000000148|Adeptus Astartes||true|
000000149|Kor’sarro Khan||false|
000000149|Character||false|
000000149|Captain||false|
000000149|Biker||false|
000000149|Imperium||true|
000000149|White Scars||true|
000000149|Adeptus Astartes||true|
000000150|Damned Legionnaires||false|
000000150|Infantry||false|
000000150|Adeptus Astartes||true|
000000150|Imperium||true|
000000150|Legion of the Damned||true|
000000243|Titanic||false|
000000243|Building||false|
000000243|Terrain||false|
000000243|Vehicle||false|
000000243|Fortress of Redemption||false|
000000243|Transport||false|
000000243|Unaligned||true|
000000373|Kaldor Draigo||false|
000000373|Psyk-out Grenades||false|
000000373|Character||false|
000000373|Supreme Grand Master||false|
000000373|Psyker||false|
000000373|Infantry||false|
000000373|Terminator||false|
000000373|Honoured Knight||false|
000000373|Sanctic Astartes||true|
000000373|Grey Knights||true|
000000373|Imperium||true|
000000374|Psyk-out Grenades||false|
000000374|Character||false|
000000374|Psyker||false|
000000374|Terminator||false|
000000374|Infantry||false|
000000374|Grand Master||false|
000000374|Grand Master Voldus||false|
000000374|Sanctic Astartes||true|
000000374|Grey Knights||true|
000000374|Imperium||true|
000000374|Wardmakers||true|
000000375|Grand Master||false|
000000375|Psyk-out Grenades||false|
000000375|Infantry||false|
000000375|Character||false|
000000375|Terminator||false|
000000375|Psyker||false|
000000375|Grey Knights||true|
000000375|Imperium||true|
000000375|Sanctic Astartes||true|
000000375|<Brotherhood>||true|
000000376|Terminator||false|
000000376|Brother-Captain||false|
000000376|Character||false|
000000376|Psyker||false|
000000376|Infantry||false|
000000376|Psyk-out Grenades||false|
000000376|Sanctic Astartes||true|
000000376|Grey Knights||true|
000000376|<Brotherhood>||true|
000000376|Imperium||true|
000000377|Brother-Captain Stern||false|
