faction_id|faction_name|type|roll|name|legend|description|
INQ|Inquisition|Warlord Traits|6|ORDO MALLEUS: PSYCHIC MASTERY|The warp bows to their will.|<ul><li>This <span class="kwb">WARLORD</span> knows one additional psychic power from the <b><a href="/wh40k9ed/factions/inquisition/#Telethesia-Discipline">Telethesia discipline</a></b>.</li><li>This <span class="kwb">WARLORD</span> can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one additional psychic power in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> and attempt to <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">deny</a> one additional psychic power in your opponent’s Psychic phase.</li></ul>|
QI|Imperial Knights|Questor Allegiance Warlord Traits|1|PARAGON OF THE OMNISSIAH|This Warlord is a champion of the Machine God, a noble exemplar shielding the forge worlds from harm. The Omnissiah empowers their Knight’s core with a burning zeal that cannot be quenched.|Add 2 to this Warlord’s Wounds characteristic.|
QI|Imperial Knights|Questor Allegiance Warlord Traits|2|COLD ERADICATION|With an icy and calculating menace, this knightly lord establishes the end of the Omnissiah’s foes in violent displays of unremitting firepower.|When determining the number of attacks this Warlord makes with a weapon that has a random number of attacks (e.g. <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy D6</a>), roll one additional dice and discard one of the dice.|
QI|Imperial Knights|Questor Allegiance Warlord Traits|3|CALCULATED TARGETING|Judging their foes’ honour as swiftly and instinctively as they judge targeting data and fire arc parabola, this Warlord has yet to pardon any.|When resolving an attack made with a ranged weapon by this Warlord (excluding <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a>), an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 4+ is always successful.|
QI|Imperial Knights|Questor Allegiance Warlord Traits|1|REVERED KNIGHT|Never hesitating before honourless invaders, the Warlord is beheld as a towering and monolithic incarnation of the Imperium made manifest.|This Warlord always fights first in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, even if it did not charge. If the enemy has units that have charged or that have a similar ability, then alternate choosing units to fight with, starting with the player whose turn is taking place.|
QI|Imperial Knights|Questor Allegiance Warlord Traits|2|STRIKE AND SHIELD|Embodying their vow to defend the Emperor’s realm, this Warlord parries his enemies with masterful strokes, denying them an easy blow.|When resolving an attack made with a melee weapon against this Warlord, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Whilst an enemy unit is within 1" of this Warlord, subtract 1 from the Attacks characteristic of each VEHICLE or MONSTER model in that unit.|
QI|Imperial Knights|Questor Allegiance Warlord Traits|3|TIRELESS DUTY|Mortal enemies hold little fear for those whose only failure would be to balk, and this Warlord dives into the thick of the fray without hesitation.|This Warlord can perform a <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">Heroic Intervention</a> if there are any enemy units within 6" of it instead of 3", and when doing so can move up to 6" instead of 3".|
DA|Dark Angels|Deathwing and Ravenwing Warlord Traits|1|LAY LOW THE MIGHTY|This Warlord and his retinue make a point of engaging the mightiest of enemies, for in such actions the greatest glory can be found.|You can re-roll <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound rolls</a> for attacks made with melee weapons against <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a> units, or units with a Wounds characteristic of 8 or more, by models in friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">DEATHWING</s></span> units whilst their unit is within 6" of this Warlord.|
DA|Dark Angels|Deathwing and Ravenwing Warlord Traits|2|INEXORABLE|Through force of will alone this Warlord shrugs off the most grievous wounds.|When resolving an attack made against this Warlord, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1-3 always fails, irrespective of any abilities that the weapon or the model making that attack may have.|
DA|Dark Angels|Deathwing and Ravenwing Warlord Traits|3|WATCHED|A strange hooded creature accompanies this Warlord and, at times, lends aid.|Once per battle, in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, this Warlord can attempt to resist one psychic power in the same manner as a <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">PSYKER</a> by taking a <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch test</a>, even if your Warlord is not within 24" of the enemy model manifesting that psychic power. When taking that Deny the Witch test, do not roll the dice; it is automatically passed.|
DA|Dark Angels|Deathwing and Ravenwing Warlord Traits|1|IMPECCABLE MOBILITY|Decades of training and combat experience have honed the mounted warfare skills of this Warlord and his warriors.|Whilst they are within 6" of this Warlord, models in <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">RAVENWING</s></span> units from your army that have <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advanced</a> this turn do not suffer the penalty for Advancing and firing <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault weapons</a>.|
DA|Dark Angels|Deathwing and Ravenwing Warlord Traits|2|TACTICALLY FLEXIBLE|Adaptability and perceptiveness have enabled this Warlord to turn the tide of many battles.|Once per battle, at the start of the battle round, you can select a <a href="/wh40k9ed/factions/dark-angels/#Combat-Doctrines">combat doctrine</a> that is not currently active. Until the end of that battle round, when resolving an attack made by a model in a friendly <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">RAVENWING</s></span> unit within 6" of this Warlord, you can treat the chosen doctrine as being active instead of the currently active doctrine.|
DA|Dark Angels|Deathwing and Ravenwing Warlord Traits|3|OUTRIDER|This Warlord values positioning above all, and will advance with all haste to claim vital ground before a shot is even fired.|At the start of the first battle round, before the first turn begins, this Warlord and one other <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">RAVENWING</s></span> unit from your army can move up to 12" as if it were your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>; they cannot <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> as part of this move. Those units must end those moves more than 9" away from any enemy models. If both players have units that can move before the first turn begins, the player who is taking the first turn moves their units first.|
SM|Space Marines|Salamanders Warlord Traits|1|ANVIL OF STRENGTH|Vulkan was renowned as the strongest of the Primarchs, and his genetic heritage lends this son of Nocturne great physical might.|Add 2 to the Strength characteristic of this <span class="kwb">WARLORD</span>.|
SM|Space Marines|Salamanders Warlord Traits|2|MIRACULOUS CONSTITUTION|This Salamander’s body seems able to recover from injuries that should prove fatal to even a Space Marine.|When this <span class="kwb">WARLORD</span> would lose a wound, roll one D6; on a 6, that wound is not lost. In addition, at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, this <span class="kwb">WARLORD</span> regains 1 lost wound.|
SM|Space Marines|Salamanders Warlord Traits|3|NEVER GIVE UP|This warrior is dogged in the extreme, refusing to yield even in hopeless situations. Such stoicism in the face of adversity inspires fellow Salamanders to do their duty.|At the end of your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select one friendly <span class="tooltip00736" data-tooltip-content="#tooltip_content00736" data-tooltip-anchor="#tooltip_content00736"><span class="kwb">SALAMANDERS</span> <span class="kwb">CORE</span></span> or <span class="tooltip00844" data-tooltip-content="#tooltip_content00844" data-tooltip-anchor="#tooltip_content00844"><span class="kwb">SALAMANDERS</span> <span class="kwb">CHARACTER</span></span> unit within 6" of this <span class="kwb">WARLORD</span>. Until the end of your next Command phase, that unit has the <a href="/wh40k9ed/the-rules/core-rules/#Objective-Secured">Objective Secured</a> ability.|
SM|Space Marines|Salamanders Warlord Traits|4|FORGE MASTER|Like many Salamanders, this champion has personally crafted his own armour, and it provides far greater protection than normal battle-plate.|Add 2 to the Toughness characteristic of this <span class="kwb">WARLORD</span>.|
SM|Space Marines|Salamanders Warlord Traits|5|LORD OF FIRE (AURA)|There are no secrets of flame and fire unknown to this Salamander, and he uses them in battle like no other.|You can re-roll the dice to determine the <a href="/wh40k9ed/the-rules/core-rules/#Number-of-Attacks-1">number of attacks</a> made with <a href="/wh40k9ed/factions/space-marines/#Flame-Weapons">flame weapons</a> by friendly <span class="kwb">SALAMANDERS</span> models whilst their unit is within 6" of this <span class="kwb">WARLORD</span>.|
SM|Space Marines|Salamanders Warlord Traits|6|PATIENT AND DETERMINED|This commander places great value on patience, and his every action is measured and determined, his every blow placed with perfect precision.|Once per <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> and/or once per <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when resolving an attack made by this <span class="kwb">WARLORD</span>, do not make a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>: it automatically scores a hit.|
SM|Space Marines|Imperial Fists Warlord Traits|1|SIEGE MASTER|There are few who have a deeper understanding of the tenets of siege warfare than this son of Dorn.|When resolving an attack made by this <span class="kwb">WARLORD</span> against a <span class="kwb">BUILDING</span> or <span class="kwb">VEHICLE</span> unit, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
SM|Space Marines|Imperial Fists Warlord Traits|2|INDOMITABLE|This Imperial Fist refuses to yield whilst foes remain before him.|When resolving an attack made against this <span class="kwb">WARLORD</span>, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1-3 always fail, irrespective of any abilities that the weapon or the model making that attack may have.|
SM|Space Marines|Imperial Fists Warlord Traits|3|FLEETMASTER|Orbital firepower is often called upon by this leader.|Once per battle, at the end of your <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if this <span class="kwb">WARLORD</span> remained stationary and did not make any attacks this turn it can call down an orbital strike. If it does, select one point on the battlefield and roll one D6 for each unit within D6" of that point, subtracting 1 from the result if the unit being rolled for is a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a>. On a 4+ the unit being rolled for suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
SM|Space Marines|Imperial Fists Warlord Traits|4|STUBBORN HEROISM|Unyielding are the Imperial Fists, refusing to relent and exacting the bloody price of victory from their foes even when retreat might prove more prudent.|This <span class="kwb">WARLORD</span> cannot <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a>. When resolving an attack against this <span class="kwb">WARLORD</span>, halve any damage inflicted (rounding up).|
SM|Space Marines|Imperial Fists Warlord Traits|5|ARCHITECT OF WAR (AURA)|Imperial Fist leaders have a gift for bolstering defensive positions.|While a friendly <span class="tooltip00732" data-tooltip-content="#tooltip_content00732" data-tooltip-anchor="#tooltip_content00732"><span class="kwb">IMPERIAL</span> <span class="kwb">FISTS</span> <span class="kwb">CORE</span></span> unit that is receiving the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> is within 6" of this <span class="kwb">WARLORD</span>, each time an attack with an Armour Penetration characteristic of -1 is allocated to a model tn that unit, that attack has an Armour Penetration characteristic of 0 instead.|
SM|Space Marines|Imperial Fists Warlord Traits|6|HAND OF DORN|This champion of the Chapter is a true inheritor of the tactical acumen of his Primarch.|Before the battle, if your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, roll one D3; you gain a number of <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Points</a> equal to the result.|
SM|Space Marines|Imperial Fists Warlord Traits|1-2|REFUSE TO DIE|Like the Chapter itself, this Crimson Fists champion defies death against all odds.|The first time this <span class="kwb">WARLORD</span> it destroyed, you can choose to roll one D6 at the end of the phase instead of using any rules that are triggered when a model is destroyed (e.g. the <a href="/wh40k9ed/factions/space-marines/#Stratagems-2">Only in Death Does Duty End</a> Stratagem) If you do, then on a 4+, set this <span class="kwb">WARLORD</span> back up on the battlefield as close as possible to where they were destroyed and more than 1" away from any enemy models, with D3 wounds remaining.|
SM|Space Marines|Imperial Fists Warlord Traits|3-4|TENACIOUS OPPONENT|This champion fights all the harder when he is outnumbered by his foes.|When you choose this <span class="kwb">WARLORD</span> to fight with, if there are at least five enemy models within 6" of them, add D3 to this <span class="kwb">WARLORD</span>’s Attacks characteristic until the end of the phase.|
SM|Space Marines|Imperial Fists Warlord Traits|5-6|STOIC DEFENDER (AURA)|This leader and his warriors hold their ground no matter the odds.|While a friendly <span class="tooltip00835" data-tooltip-content="#tooltip_content00835" data-tooltip-anchor="#tooltip_content00835"><span class="kwb">CRIMSON</span> <span class="kwb">FISTS</span> <span class="kwb">CORE</span></span> or <span class="tooltip00836" data-tooltip-content="#tooltip_content00836" data-tooltip-anchor="#tooltip_content00836"><span class="kwb">CRIMSON</span> <span class="kwb">FISTS</span> <span class="kwb">CHARACTER</span></span> unit is within 6" of this <span class="kwb">WARLORD</span>, that unit has the <a href="/wh40k9ed/the-rules/core-rules/#Objective-Secured">Objective Secured</a> ability. If a unit already has this ability, each model in that unit counts as one additional model for the purposes of determining control of <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective markers</a>.|
CSM|Chaos Space Marines|Word Bearers Warlord Traits|6|SACRILEGIOUS REGENERATION|Giving up one’s soul and purpose to the Dark Gods has garnered their favour. The very energy of the immaterium now seeps through this warlord’s veins, healing afflictions of the material realm.|<ul><li>Add 1 to this <span class="kwb">WARLORD</span>’s Wounds characteristic.</li><li>At the start of your turn, this <span class="kwb">WARLORD</span> regains up to D3 lost wounds.</li></ul>|
CSM|Chaos Space Marines|Word Bearers Warlord Traits|5|DIABOLIST|This warlord etches diabolical incantations into their armour and skin to channel the protection of the warp.|When this <span class="kwb">WARLORD</span> would lose a wound, roll one D6, adding 3 to the result if that wound would be lost as the result of a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>; on a 6+ that wound is not lost.|
CSM|Chaos Space Marines|Word Bearers Warlord Traits|4|MASTER OF THE UNION|This warlord leads their daemonic brethren with fearsome influence, drawing forth the unholy emotions of the corrupted.|Add 1 to the Attacks characteristic of models in friendly <span class="tooltip01768" data-tooltip-content="#tooltip_content01768" data-tooltip-anchor="#tooltip_content01768"><span class="kwb">WORD</span> <span class="kwb">BEARERS</span> <span class="kwb">DAEMON</span></span> units whilst their unit is within 6" of this <span class="kwb">WARLORD</span>.|
CSM|Chaos Space Marines|Word Bearers Warlord Traits|3|DAEMONIC WHISPERS|Blessings from the empyrean guide this warlord and his followers.|<ul><li>If your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a>, roll one D3 before the battle begins; you gain a number of additional <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command points</a> equal to the result.</li><li>Once per battle, if this <span class="kwb">WARLORD</span> is on the battlefield, you can re-roll a single <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>, damage roll or <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a>.</li></ul>|
CSM|Chaos Space Marines|Word Bearers Warlord Traits|2|EXALTED POSSESSION|This warlord shares his flesh with a powerful Daemon. Physically stronger and faster than mere mortals, he venerates the pantheon with this union.|<ul><li>This <span class="kwb">WARLORD</span> gains the <span class="tooltip01348" data-tooltip-content="#tooltip_content01348" data-tooltip-anchor="#tooltip_content01348"><span class="kwb">POSSESSED</span></span> and <span class="tooltip01349" data-tooltip-content="#tooltip_content01349" data-tooltip-anchor="#tooltip_content01349"><span class="kwb">DAEMON</span></span> keywords (if they don’t already have them).</li><li>Add 1 to the Strength and Attacks characteristics of this <span class="kwb">WARLORD</span>, and add 1" to this <span class="kwb">WARLORD</span>’s Move characteristic.</li></ul>|
CSM|Chaos Space Marines|Word Bearers Warlord Traits|1|THE VOICE OF LORGAR|This warlord speaks with the authority of his Primarch; when he commands, others follow without question or hesitation.|Add 3" to the range of this <span class="kwb">WARLORD</span>’s <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura abilities</a> (e.g. <span class="redfont">Lord of Chaos</span>).|
CSM|Chaos Space Marines|Night Lords Warlord Traits|6|DIRTY FIGHTER|To this warlord, the very notion of fighting fair is alien. He will gang up with his brothers to lay low the enemy.|Whilst there are more friendly models within 3" of this <span class="kwb">WARLORD</span> than enemy models, when resolving an attack made with a melee weapon by this <span class="kwb">WARLORD</span>, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
CSM|Chaos Space Marines|Night Lords Warlord Traits|5|ONE WITH THE SHADOWS|So skilled at blending into darkness is this warlord, that it is difficult to discern where his corporeal form ends and the shadows begin.|<ul><li>When resolving an attack made against this <span class="kwb">WARLORD</span> whilst they are entirely on or within a <a href="/wh40k9ed/the-rules/core-rules/#Terrain-Features-1">terrain</a> feature, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> (excluding <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a>).</li><li>Whilst this <span class="kwb">WARLORD</span> is entirely on or within a terrain feature, improve its invulnerable save by 1, to a maximum of 3+ (e.g. a 4+ invulnerable save becomes 3+).</li></ul>|
CSM|Chaos Space Marines|Night Lords Warlord Traits|4|KILLING FURY|This warlord launches himself into the heart of enemy lines to slake his thirst for butchery.|Each time this <span class="kwb">WARLORD</span> is selected to Fight, if they made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, were charged or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> during this turn, until that Fight is resolved, add D3 to the Attacks characteristic of this <span class="kwb">WARLORD</span>.|
