datasheet_id|line|ability_id|is_index_wargear|cost|model|
000000025|8|000005769|false|||
000000026|1|000000002|false|||
000000026|2|000000048|false|||
000000026|3|000005745|false|||
000000026|4|000004343|false|||
000000026|5|000003011|false|||
000000027|1|000000002|false|||
000000027|2|000000003|false|||
000000027|3|000005745|false|||
000000027|4|000000051|false|||
000000027|5|000003004|false|||
000000028|1|000000002|false|||
000000028|2|000000003|false|||
000000028|3|000000048|false|||
000000028|4|000005745|false|||
000000028|5|000005771|false|||
000000028|6|000005775|false|||
000000028|7|000005774|false|||
000000029|1|000000048|false|||
000000029|2|000005745|false|||
000000029|3|000000057|false|||
000000029|4|000005779|false|||
000000029|5|000000055|false|||
000000029|6|000000056|false|||
000000030|1|000000048|false|||
000000030|2|000005745|false|||
000000030|3|000000055|false|||
000000030|4|000000056|false|||
000000030|5|000000062|false|||
000000030|6|000000057|false|||
000000030|7|000005779|false|||
000000030|8|000000060|false|||
000000031|1|000000048|false|||
000000031|2|000005745|false|||
000000031|3|000000055|false|||
000000031|4|000000056|false|||
000000031|5|000000057|false|||
000000031|6|000000064|false|||
000000031|7|000005779|false|||
000000031|8|000000063|false|||
000000032|1|000000048|false|||
000000032|2|000005745|false|||
000000032|3|000000055|false|||
000000032|4|000000056|false|||
000000032|5|000000057|false|||
000000032|6|000005779|false|||
000000032|7|000000012|false|||
000000033|1|000000002|false|||
000000033|2|000000003|false|||
000000033|3|000005745|false|||
000000033|4|000005770|false|||
000000033|5|000005771|false|||
000000034|1|000000002|false|24||
000000034|2|000000003|false|||
000000034|3|000002957|false|||
000000034|4|000000066|false|||
000000035|1|000000002|false|||
000000035|2|000000003|false|||
000000035|3|000002957|false|||
000000035|4|000000066|false|||
000000036|1|000000002|false|24||
000000036|2|000000003|false|||
000000036|3|000002957|false|||
000000036|4|000000066|false|||
000000037|1|000002957|false|||
000000037|2|000000069|false|||
000000037|3|000000071|false|||
000000038|1|000000048|false|||
000000038|2|000005745|false|||
000000038|3|000005776|false|||
000000039|1|000000002|false|||
000000039|2|000000048|false|||
000000039|3|000005745|false|||
000000039|4|000000050|false|||
000000039|5|000004343|false|||
000000039|6|000000074|false|||
000000040|1|000000002|false|||
000000040|2|000000048|false|||
000000040|3|000005745|false|||
000000040|4|000000077|false|||
000000040|5|000003010|false|||
000000041|1|000000048|false|||
000000041|2|000005745|false|||
000000041|3|000000079|false|||
000000041|4|000000078|false|||
000000042|1|000000002|false|||
000000042|2|000005745|false|||
000000042|3|000000084|false|||
000000042|4|000000080|false|||
000000042|5|000000081|false|||
000000043|1|000000002|false|||
000000043|2|000005745|false|||
000000043|3|000000084|false|||
000000043|4|000000083|false|||
000000044|1|000000002|false|||
000000044|2|000000003|false|||
000000044|3|000005745|false|||
000000044|4|000005766|false|||
000000045|1|000000002|false|||
000000045|2|000000003|false|||
000000045|3|000005745|false|||
000000045|4|000002959|false|||
000000045|5|000000085|false|||
000000046|1|000000002|false|||
000000046|2|000005745|false|||
000000046|3|000000087|false|||
000000046|4|000000090|false|||
000000046|5|000000084|false|||
000000046|6|000003013|false|||
000000047|1|000000002|false|||
000000047|2|000000003|false|||
000000047|3|000002957|false|||
000000047|4|000000006|false|||
000000047|5|000002982|false|||
000000047|6|000000092|false|||
000000048|1|000000002|false|||
000000048|2|000005745|false|||
000000048|3|000000094|false|||
000000048|4|000003018|false|||
000000048|5|000005064|false|||
000000049|1|000000002|false|||
000000049|2|000000048|false|||
000000049|3|000005745|false|||
000000050|1|000000002|false|||
000000050|2|000000048|false|||
000000050|3|000005745|false|||
000000050|4|000000100|false|||
000000051|1|000000002|false|||
000000051|2|000000048|false|||
000000051|3|000005745|false|||
000000051|4|000000102|false|||
000000051|5|000005069|false|||
000000051|6|000000101|false|||
000000052|1|000000002|false|||
000000052|2|000000048|false|||
000000052|3|000005745|false|||
000000052|4|000005068|false|||
000000052|5|000000107|false|||
000000052|6|000005067|false|||
000000053|1|000000002|false|||
000000053|2|000002957|false|||
000000053|3|000005056|false|||
000000054|1|000000002|false|||
000000054|2|000000048|false|||
000000054|3|000005745|false|||
000000054|4|000004343|false|||
000000054|5|000005070|false|||
000000054|6|000000109|false|||
000000055|1|000000002|false|||
000000055|2|000000048|false|||
000000055|3|000005745|false|||
000000055|4|000004343|false|||
000000055|5|000005071|false|||
000000055|6|000005072|false|||
000000056|1|000000002|false|||
000000056|2|000005745|false|||
000000056|3|000005075|false|||
000000056|4|000000113|false|||
000000056|5|000005143|false|||
000000057|1|000002957|false|||
000000057|2|000000002|false|||
000000057|3|000000052|false|||
000000057|4|000000053|false|||
000000057|5|000000048|false|||
000000057|6|000004343|false|||
000000057|7|000000120|false|||
000000057|8|000005059|false|||
000000058|1|000000002|false|||
000000058|2|000005745|false|||
000000058|3|000000084|false|||
000000058|4|000003013|false|||
000000058|5|000000090|false|||
000000058|6|000005076|false|||
000000058|7|000005077|false|||
000000059|1|000000002|false|||
000000059|2|000005745|false|||
000000059|3|000000101|false|||
000000059|4|000005074|false|||
000000059|5|000005073|false|||
000000059|6|000005069|false|||
000000060|1|000003528|false|||
000000060|2|000000131|false|||
000000060|3|000004449|false|||
000000060|4|000004451|false|||
000000060|5|000000132|false|10/4||
000000061|1|000003528|false|||
000000061|2|000004448|false|||
000000061|3|000004450|false|||
000000061|4|000004449|false|||
000000061|5|000000131|false|||
000000061|6|000000132|false|10/4||
000000063|1|000003528|false|||
000000063|2|000000131|false|||
000000063|3|000004449|false|||
000000064|1|000003528|false|||
000000064|2|000004449|false|||
000000064|3|000000131|false|||
000000064|4|000004452|false|||
000000064|5|000000136|false|||
000000064|6|000000132|false|10/4||
000000065|1|000003528|false|||
000000065|2|000000137|false|||
000000065|3|000004450|false|||
000000065|4|000004451|false|||
000000066|1|000003528|false|||
000000066|2|000004448|false|||
000000066|3|000000138|false|||
000000066|4|000004450|false|||
000000066|5|000000137|false|||
000000067|1|000003528|false|||
000000067|2|000000137|false|||
000000067|3|000000136|false|||
000000068|1|000003528|false|||
000000068|2|000004456|false|||
000000068|3|000004457|false|||
000000069|1|000000140|false|||
000000070|1|000003528|false|||
000000070|2|000000136|false|||
000000070|3|000000139|false|||
000000071|1|000003528|false|||
000000071|2|000004454|false|||
000000071|3|000000143|false|||
000000071|4|000004455|false|||
000000071|5|000004451|false|||
000000072|1|000003528|false|||
000000072|2|000004448|false|||
000000072|3|000000143|false|||
000000072|4|000004454|false|||
000000072|5|000004450|false|||
000000072|6|000004455|false|||
000000073|1|000003528|false|||
000000073|2|000000142|false|||
000000073|3|000000136|false|||
000000073|4|000000143|false|||
000000074|1|000003528|false|||
000000074|2|000004459|false|||
000000074|3|000000144|false|||
000000074|4|000005147|false|||
000000075|1|000003528|false|||
000000075|2|000000136|false|||
000000075|3|000000144|false|||
000000076|1|000003528|false|||
000000076|2|000000146|false|||
000000076|3|000002175|false|||
000000076|4|000004453|false|||
000000076|5|000000132|false|10/4||
000000077|1|000003528|false|||
000000077|2|000004351|false|||
000000077|3|000004458|false|||
000000077|4|000004453|false|||
000000078|1|000003528|false|||
000000078|2|000000136|false|||
000000078|3|000000147|false|||
000000079|1|000003528|false|||
000000079|2|000004453|false|||
000000079|3|000004351|false|||
000000080|1|000003528|false|||
000000080|2|000000148|false|||
000000080|3|000003559|false|||
000000080|4|000004458|false|||
000000080|5|000000149|false|2||
000000081|1|000003528|false|||
000000081|2|000000148|false|||
000000081|3|000003601|false|||
000000081|4|000003602|false|||
000000081|5|000000149|false|2||
000000081|6|000000136|false|||
000000082|1|000003528|false|||
000000082|2|000004462|false|||
000000082|3|000004463|false|||
000000082|4|000004453|false|||
000000082|5|000000149|false|2||
000000082|6|000000132|false|10/4||
000000083|1|000003528|false|||
000000083|2|000000153|false|||
000000083|3|000000136|false|||
000000083|4|000000132|false|4||
000000084|1|000003528|false|||
000000084|2|000004444|false|||
000000085|1|000003528|false|||
000000085|2|000004444|false|||
000000085|3|000004446|false|||
000000085|4|000004447|false|||
000000085|5|000000157|false|2||
000000086|1|000003528|false|||
000000086|2|000004444|false|||
000000087|1|000003528|false|||
000000088|1|000003528|false|||
000000088|2|000000158|false|||
000000089|1|000003528|false|||
000000089|2|000003599|false|||
000000089|3|000003598|false|||
000000090|1|000003528|false|||
000000090|2|000004418|false|||
000000090|3|000003600|false|||
000000090|4|000003601|false|||
000000090|5|000003602|false|||
000000091|1|000003528|false|||
000000091|2|000004444|false|||
000000091|3|000000161|false|||
000000091|4|000000160|false|0||
000000092|1|000003528|false|||
000000092|2|000004444|false|||
000000093|1|000003528|false|||
000000093|2|000004444|false|||
000000093|3|000004451|false|||
000000093|4|000000132|false|10/4||
000000094|1|000003528|false|||
000000094|2|000004465|false|||
000000094|3|000000166|false|||
000000095|1|000003528|false|||
000000095|2|000000166|false|||
000000095|3|000004465|false|||
000000095|4|000000167|false|||
000000095|5|000004466|false|15||
000000096|1|000003528|false|||
000000096|2|000000168|false|||
000000096|3|000004465|false|||
000000096|4|000000169|false|||
000000097|1|000003528|false|||
000000097|2|000000170|false|||
000000097|3|000004465|false|||
000000097|4|000000166|false|||
000000097|5|000000171|false|5||
000000098|1|000003528|false|||
000000098|2|000004444|false|||
000000098|3|000004448|false|||
000000098|4|000000175|false|||
000000098|5|000000174|false|5||
000000098|6|000004450|false|||
000000098|7|000004453|false|||
000000099|1|000003528|false|||
000000099|2|000004444|false|||
000000099|3|000004448|false|||
000000099|4|000000175|false|||
000000099|5|000000132|false|10/4||
000000099|6|000000174|false|5||
000000099|7|000004450|false|||
000000099|8|000004453|false|||
000000102|1|000003528|false|||
000000102|2|000004444|false|||
000000102|3|000000149|false|2||
000000102|4|000004451|false|||
000000103|1|000003528|false|||
000000103|2|000004444|false|||
000000103|3|000004445|false|||
000000104|1|000003528|false|||
000000104|2|000004444|false|||
000000104|3|000004447|false|||
000000104|4|000000185|false|||
000000105|1|000003528|false|||
000000105|2|000004444|false|||
000000105|3|000000185|false|||
000000105|4|000004452|false|||
000000105|5|000004468|false|||
000000106|1|000003528|false|||
000000106|2|000000185|false|||
000000106|3|000004452|false|||
000000106|4|000004469|false|||
000000107|1|000003528|false|||
000000107|2|000004447|false|||
000000107|3|000000187|false|||
000000107|4|000003538|false|||
000000107|5|000000188|false|||
000000108|1|000003528|false|||
000000108|2|000000190|false|||
000000108|3|000004471|false|||
000000108|4|000004452|false|||
000000109|1|000003528|false|||
000000109|2|000000192|false|||
000000110|1|000003528|false|||
000000110|2|000000165|false|22||
000000110|3|000000192|false|||
000000110|4|000003540|false|20||
000000110|5|000000191|false|||
000000110|6|000000193|false|||
000000111|1|000003528|false|||
000000111|2|000000192|false|||
000000112|1|000003528|false|||
000000112|2|000004475|false|||
000000112|3|000000194|false|||
000000113|1|000003528|false|||
000000113|2|000000196|false|||
000000113|3|000004476|false|||
000000113|4|000000200|false|||
000000113|5|000003563|false|||
000000113|6|000000198|false|||
000000114|1|000003528|false|||
000000114|2|000000196|false|||
000000114|3|000004476|false|||
000000114|4|000000200|false|||
000000114|5|000004477|false|||
000000114|6|000003565|false|||
000000115|1|000003528|false|||
000000115|2|000004444|false|||
000000115|3|000000205|false|||
000000115|4|000000206|false|5||
000000116|1|000003528|false|||
000000116|2|000004444|false|||
000000116|3|000000161|false|||
000000116|4|000000208|false|||
000000117|1|000003528|false|||
000000117|2|000004444|false|||
000000118|1|000003528|false|||
000000118|2|000003562|false|||
000000118|3|000003561|false|||
000000118|4|000000212|false|||
000000119|1|000003528|false|||
000000119|2|000000213|false|||
000000120|1|000003528|false|||
000000120|2|000000213|false|||
000000121|1|000003528|false|||
000000121|2|000000213|false|||
000000121|3|000004474|false|10||
000000122|1|000003528|false|||
000000122|2|000000213|false|||
000000123|1|000003528|false|||
000000123|2|000000213|false|||
000000124|1|000003528|false|||
000000124|2|000000196|false|||
000000124|3|000004476|false|||
000000124|4|000000200|false|||
000000124|5|000004477|false|||
000000124|6|000003564|false|||
000000125|1|000003528|false|||
000000125|2|000000216|false|||
000000126|1|000003528|false|||
000000126|2|000000216|false|||
000000127|1|000003528|false|||
000000127|2|000000216|false|||
000000128|1|000003528|false|||
000000128|2|000000218|false|20||
000000128|3|000000219|false|||
000000128|4|000000165|false|22||
000000128|5|000000130|false|||
000000128|6|000000216|false|||
000000129|1|000003528|false|||
000000129|2|000000220|false|||
000000129|3|000000221|false|||
000000129|4|000000222|false|||
000000129|5|000000223|false|||
000000129|6|000004415|false|||
000000130|1|000003528|false|||
000000130|2|000003677|false|||
000000130|3|000000225|false|||
000000130|4|000000226|false|||
000000130|5|000000227|false|||
000000131|1|000003528|false|||
000000131|2|000000229|false|||
000000131|3|000000230|false|||
000000131|4|000000236|false|||
000000131|5|000004412|false|||
000000132|1|000003528|false|||
000000132|2|000000231|false|||
000000132|3|000000233|false|||
000000132|4|000000232|false|||
000000132|5|000004416|false|||
000000133|1|000003528|false|||
000000133|2|000000232|false|||
000000133|3|000000235|false|||
000000133|4|000000233|false|||
000000134|1|000003528|false|||
000000134|2|000000237|false|||
000000134|3|000000236|false|||
000000134|4|000000238|false|||
000000135|1|000003528|false|||
000000135|2|000000239|false|||
000000135|3|000000240|false|||
000000136|1|000003528|false|||
000000136|2|000000241|false|||
000000136|3|000000244|false|||
000000136|4|000000242|false|||
000000137|1|000003528|false|||
000000137|2|000000245|false|||
000000137|3|000000247|false|2||
000000137|4|000003597|false|||
000000138|1|000003528|false|||
000000138|2|000000248|false|||
000000139|1|000003528|false|||
000000139|2|000000249|false|||
000000139|3|000003603|false|||
000000140|1|000003528|false|||
000000140|2|000000165|false|20||
000000140|3|000000251|false|25||
000000140|4|000000252|false|||
000000141|1|000003528|false|||
000000141|2|000004626|false|||
000000141|3|000004625|false|||
000000141|4|000000253|false|||
000000141|5|000000131|false|||
000000142|1|000003528|false|||
000000142|2|000000258|false|||
000000142|3|000003803|false|||
000000142|4|000005948|false|||
000000142|5|000005949|false|||
000000142|6|000005950|false|||
000000142|7|000005951|false|||
000000143|1|000003528|false|||
000000143|2|000000260|false|||
000000143|3|000005945|false|||
000000143|4|000005946|false|||
000000143|5|000003804|false|||
000000143|6|000005947|false|||
000000143|7|000005942|false|||
000000143|8|000005943|false|||
000000143|9|000005944|false|||
000000145|1|000003528|false|||
000000145|2|000005952|false|||
000000146|1|000003528|false|||
000000146|2|000000265|false|||
000000146|3|000003652|false|||
000000146|4|000000268|false|||
000000146|5|000000266|false|||
000000146|6|000004413|false|||
000000146|7|000004414|false|||
000000147|1|000003528|false|||
000000147|2|000000269|false|||
000000147|3|000000270|false|||
000000147|4|000000271|false|||
000000148|1|000003528|false|||
000000148|2|000000273|false|||
000000148|3|000000274|false|||
000000148|4|000000272|false|||
000000148|5|000003608|false|||
000000149|1|000003528|false|||
000000149|2|000000272|false|||
000000149|3|000000275|false|||
000000149|4|000000273|false|||
000000149|5|000000274|false|||
000000150|1|000000129|false|||
000000150|2|000003524|false|||
000000150|3|000003518|false|||
000000150|4|000000278|false|10||
000000150|5|000000276|false|||
000000150|6|000000277|false|20||
000000243|1|000006020|false|||
000000243|2|000006021|false|||
000000243|3|000006022|false|||
000000373|1|000002261|false|||
000000373|2|000000503|false|||
000000373|3|000005852|false|||
000000373|4|000005853|false|||
000000373|5|000005854|false|||
000000374|1|000002261|false|||
000000374|2|000000503|false|||
000000374|3|000000508|false|||
000000374|4|000005855|false|||
000000375|1|000002261|false|||
000000375|2|000000503|false|||
000000375|3|000000508|false|||
000000375|4|000000511|false|||
000000376|1|000002261|false|||
000000376|2|000000503|false|||
000000376|3|000000508|false|||
000000376|4|000005859|false|||
000000377|1|000002261|false|||
000000377|2|000000503|false|||
000000377|3|000000513|false|||
000000377|4|000000508|false|||
000000377|5|000005858|false|||
000000377|6|000000515|false|||
000000378|1|000002261|false|||
000000378|2|000000503|false|||
000000378|3|000002253|false|||
000000378|4|000005865|false|||
000000379|1|000002261|false|||
000000379|2|000000503|false|||
000000379|3|000000508|false|||
000000379|4|000005856|false|||
000000379|5|000005857|false|||
000000380|1|000002261|false|||
000000380|2|000000503|false|||
000000380|3|000000519|false|||
000000380|4|000000508|false|||
000000380|5|000000520|false|||
000000380|6|000005856|false|||
000000380|7|000005857|false|||
000000381|1|000002261|false|||
000000381|2|000005795|false|||
000000381|3|000000503|false|||
000000382|1|000002261|false|||
000000382|2|000005795|false|||
000000382|3|000000503|false|||
000000382|4|000005862|false|||
000000383|1|000002261|false|||
000000383|2|000005795|false|||
000000383|3|000000503|false|||
000000383|4|000005866|false|||
000000384|1|000002261|false|||
000000384|2|000005795|false|||
000000384|3|000000503|false|||
000000384|4|000005862|false|||
000000385|1|000002261|false|||
000000385|2|000000503|false|||
000000385|3|000005867|false|||
000000385|4|000002253|false|||
000000385|5|000005868|false|||
000000386|1|000002261|false|||
000000386|2|000000503|false|||
000000386|3|000002253|false|||
000000386|4|000005863|false|||
000000386|5|000005864|false|||
000000387|1|000002261|false|||
000000387|2|000005795|false|||
000000387|3|000000503|false|||
000000387|4|000000529|false|||
000000388|1|000002261|false|||
000000388|2|000005795|false|||
000000388|3|000000503|false|||
000000389|1|000002261|false|||
000000389|2|000000503|false|||
000000389|3|000000531|false|||
000000389|4|000000532|false|||
000000390|1|000002261|false|||
000000390|2|000005869|false|||
000000390|3|000005870|false|||
000000391|1|000005872|false|||
000000392|1|000005872|false|||
000000393|1|000005872|false|||
000000395|1|000005873|false|||
000000396|1|000005874|false|||
000000397|1|000002259|false|||
000000398|1|000005875|false|||
000000398|2|000005876|false|||
000000398|3|000005877|false|||
000000398|4|000005880|false|||
000000398|5|000005881|false|||
000000399|1|000002261|false|||
000000399|2|000005860|false|||
000000399|3|000005861|false|||
000000400|1|000002261|false|||
000000400|2|000005869|false|||
000000400|3|000005870|false|||
000000400|4|000005871|false|||
000000402|1|000000534|false|||
000000402|2|000002695|false|||
000000402|3|000000546|false|||
000000402|4|000002697|false|||
000000403|1|000000534|false|||
000000403|2|000002704|false|||
000000403|3|000002702|false|||
000000403|4|000000552|false|||
000000403|5|000000551|false|||
000000403|6|000000548|false|||
000000403|7|000000550|false|||
000000404|1|000000553|false|||
000000404|2|000000554|false|||
000000405|1|000000534|false|||
000000405|2|000000555|false|||
000000406|1|000000534|false|||
000000406|2|000002695|false|||
000000406|3|000000557|false|||
000000406|4|000000558|false|||
000000406|5|000000560|false|||
000000406|6|000000559|false|||
000000407|1|000000534|false||Shadowsun|
000000407|2|000002695|false||Shadowsun|
000000407|3|000000566|false||Shadowsun|
000000407|4|000004005|false||Shadowsun|
000000407|5|000000564|false||Shadowsun|
000000407|6|000000562|false||Shadowsun|
000000407|7|000000570|false||Shadowsun|
000000407|8|000000567|false||Shadowsun|
000000407|9|000000563|false||Shadowsun|
000000407|10|000000565|false||Shadowsun|
000000407|11|000000534|false||Advanced Guardian Drone|
000000407|12|000004006|false||Advanced Guardian Drone|
000000407|13|000000568|false||Advanced Guardian Drone|
000000407|14|000000534|false||Command-link Drone|
000000407|15|000000568|false||Command-link Drone|
000000408|1|000000553|false|||
000000408|2|000000571|false|||
000000408|3|000000572|false|||
000000408|4|000000573|false|||
000000409|1|000000553|false|||
000000409|2|000000574|false|||
000000409|3|000000575|false|||
000000409|4|000000576|false|||
000000410|1|000000534|false|||
000000410|2|000000578|false|||
000000410|3|000000577|false|||
000000410|4|000000579|false|||
000000411|1|000000534|false||Strike Team|
000000411|2|000000580|false||Strike Team|
000000411|3|000000583|false||Strike Team|
000000411|4|000000534|false||Guardian Drone|
000000411|5|000002702|false||Guardian Drone|
000000411|6|000000584|false||Guardian Drone|
000000411|7|000000582|false||Guardian Drone|
000000412|1|000000534|false||Breacher Team|
000000412|2|000000580|false||Breacher Team|
000000412|3|000000586|false||Breacher Team|
000000412|4|000000534|false||Guardian Drone|
000000412|5|000002702|false||Guardian Drone|
000000412|6|000000584|false||Guardian Drone|
000000412|7|000000585|false||Guardian Drone|
000000413|1|000000587|false|||
000000414|1|000000588|false|||
000000415|1|000000589|false|||
000000416|1|000000591|false|||
000000416|2|000000590|false|||
000000417|1|000000534|false|||
000000417|2|000000594|false|||
000000417|3|000000595|false|20||
000000417|4|000000580|false|||
000000417|5|000000592|false|||
000000417|6|000000593|false|5||
000000418|1|000000534|false|||
000000418|2|000000580|false|||
000000418|3|000000596|false|||
000000418|4|000002685|false|10||
000000419|1|000000534|false|||
000000419|2|000000580|false|||
000000419|3|000000597|false|||
000000419|4|000000598|false|||
000000419|5|000002685|false|10||
000000420|1|000000534|false||Ghostkeel|
000000420|2|000000599|false||Ghostkeel|
000000420|3|000000592|false||Ghostkeel|
000000420|4|000000534|false||Stealth Drones|
000000420|5|000000568|false||Stealth Drones|
000000420|6|000000601|false||Stealth Drones|
000000420|7|000000600|false||Stealth Drones|
000000421|1|000000534|false||Riptide|
000000421|2|000000602|false||Riptide|
000000421|3|000003086|false||Riptide|
000000421|4|000000534|false||Shielded Missile Drones|
000000421|5|000000568|false||Shielded Missile Drones|
000000421|6|000000604|false||Shielded Missile Drones|
000000421|7|000000603|false||Shielded Missile Drones|
000000422|1|000000534|false||Pathfinders|
000000422|2|000000607|false||Pathfinders|
000000422|3|000000608|false||Pathfinders|
000000422|4|000000610|false||Pathfinders|
000000422|5|000000534|false||Drones|
000000422|6|000000606|false||Drones|
000000422|7|000000609|false||Drones|
000000422|8|000000568|false||Drones|
000000422|9|000000611|false||Drones|
000000423|1|000000613|false||Piranhas|
000000423|2|000000612|false||Piranhas|
000000423|3|000000534|false||Gun Drones|
000000423|4|000000568|false||Gun Drones|
000000423|5|000002703|false||Gun Drones|
000000423|6|000000550|false||Gun Drones|
000000424|1|000000617|false||Devilfish|
000000424|2|000000614|false||Devilfish|
000000424|3|000000616|false||Devilfish|
000000424|4|000000615|false||Devilfish|
000000424|5|000000534|false||Gun Drones|
000000424|6|000000568|false||Gun Drones|
000000424|7|000002705|false||Gun Drones|
000000424|8|000000550|false||Gun Drones|
000000425|1|000000196|false|||
000000425|2|000000199|false|||
000000425|3|000000200|false|||
000000425|4|000000618|false|||
000000426|1|000000620|false||Sun Shark Bomber|
000000426|2|000000196|false||Sun Shark Bomber|
000000426|3|000000199|false||Sun Shark Bomber|
000000426|4|000000621|false||Sun Shark Bomber|
000000426|5|000000200|false||Sun Shark Bomber|
000000426|6|000000619|false||Sun Shark Bomber|
000000426|7|000000534|false||Interceptor Drones|
000000426|8|000002706|false||Interceptor Drones|
000000426|9|000000568|false||Interceptor Drones|
000000427|1|000000622|false|||
000000428|1|000000534|false|||
000000428|2|000000624|false|||
000000428|3|000000623|false|||
000000429|1|000000534|false|||
000000429|2|000000568|false|||
000000429|3|000000625|false|||
000000430|1|000000631|false||Sky Ray|
000000430|2|000000543|false||Sky Ray|
000000430|3|000000626|false||Sky Ray|
000000430|4|000000614|false||Sky Ray|
000000430|5|000000534|false||Gun Drones|
000000430|6|000000568|false||Gun Drones|
000000430|7|000002705|false||Gun Drones|
000000430|8|000000550|false||Gun Drones|
000000431|1|000000534|false||Longstrike|
000000431|2|000000630|false||Longstrike|
000000431|3|000000628|false||Longstrike|
000000431|4|000002698|false||Longstrike|
000000431|5|000002699|false||Longstrike|
000000431|6|000002700|false||Longstrike|
000000431|7|000000629|false||Longstrike|
000000431|8|000000534|false||Gun Drones|
000000431|9|000000568|false||Gun Drones|
000000431|10|000002701|false||Gun Drones|
000000431|11|000000550|false||Gun Drones|
000000432|1|000000631|false||Hammerhead|
000000432|2|000000614|false||Hammerhead|
000000432|3|000000626|false||Hammerhead|
000000432|4|000000534|false||Gun Drones|
000000432|5|000000568|false||Gun Drones|
000000432|6|000002705|false||Gun Drones|
000000432|7|000000550|false||Gun Drones|
000000433|1|000000534|false||Broadsides|
000000433|2|000000610|false||Broadsides|
000000433|3|000000534|false||Missile Drones|
000000433|4|000000632|false||Missile Drones|
000000433|5|000000568|false||Missile Drones|
000000434|1|000000633|false|||
000000434|2|000000634|false|||
000000434|3|000000635|false|||
000000435|1|000000636|false|||
000000435|2|000000637|false|||
000000435|3|000002707|false|||
000000435|4|000000638|false|||
000000435|5|000000639|false|||
000000436|1|000000640|false|||
000000436|2|000000641|false|||
000000436|3|000000642|false|||
000000436|4|000000643|false|||
000000436|5|000000644|false|||
000000436|6|000000645|false|||
000000437|1|000000646|false|||
000000437|2|000000647|false|||
000000437|3|000000648|false|||
000000437|4|000000649|false|||
000000437|5|000000650|false|||
000000438|1|000000534|false|||
000000438|2|000002695|false|||
000000438|3|000000652|false|||
000000438|4|000000653|false|||
000000438|5|000000596|false|||
000000439|1|000000534|false||Shas’o R’alai|
