id|name|type|description|source_id|is_relic|faction_id|faction_name|legend|
000000108|Combi-plasma|Ranged Weapons|Before selecting targets, select one or two of the profiles below to make attacks with (you can only select one of the plasma gun profiles). If you select two, then each time an attack is made with this weapon this phase, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.||false|SM|Space Marines||
000000109|Conversion beamer|Ranged Weapons|||false|SM|Space Marines||
000000110|Cyclone missile launcher|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000111|Deathwind launcher|Ranged Weapons|||false|SM|Space Marines||
000000112|Demolisher cannon|Ranged Weapons|||false|SM|Space Marines||
000000113|Disintegration combi-gun|Ranged Weapons|When you choose this weapon to shoot with, select one or both of the profiles below. If you select both, subtract 1 from <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for attacks made with this weapon.||false|SM|Space Marines||
000000114|Disintegration pistol|Ranged Weapons|||false|SM|Space Marines||
000000115|Flamer|Ranged Weapons|||false|SM|Space Marines||
000000116|Flamestorm cannon|Ranged Weapons|||false|SM|Space Marines||
000000117|Frag grenades|Ranged Weapons|||false|SM|Space Marines||
000000118|Grav-pistol|Ranged Weapons|||false|SM|Space Marines||
000000119|Grav-cannon and grav-amp|Ranged Weapons|||false|SM|Space Marines||
000000120|Grav-gun|Ranged Weapons|||false|SM|Space Marines||
000000121|Grenade harness|Ranged Weapons|||false|SM|Space Marines||
000000122|Heavy bolter|Ranged Weapons|||false|SM|Space Marines||
000000123|Heavy flamer|Ranged Weapons|||false|SM|Space Marines||
000000124|Heavy plasma cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000125|Hunter-killer missile|Ranged Weapons|||false|SM|Space Marines||
000000126|Hurricane bolter|Ranged Weapons|||false|SM|Space Marines||
000000127|Icarus stormcannon|Ranged Weapons|||false|SM|Space Marines||
000000128|Kheres-pattern assault cannon|Ranged Weapons|||false|SM|Space Marines||
000000129|Krak grenades|Ranged Weapons|||false|SM|Space Marines||
000000130|Las-talon|Ranged Weapons|||false|SM|Space Marines||
000000131|Lascannon|Ranged Weapons|||false|SM|Space Marines||
000000132|Master-crafted auto bolt rifle|Ranged Weapons|||false|SM|Space Marines||
000000133|Master-crafted boltgun|Ranged Weapons|||false|SM|Space Marines||
000000135|Meltagun|Ranged Weapons|||false|SM|Space Marines||
000000136|Missile launcher|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000137|Multi-melta|Ranged Weapons|||false|SM|Space Marines||
000000139|Plasma blaster|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000140|Plasma cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000141|Plasma cutter|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000142|Plasma gun|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000143|Plasma incinerator|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000144|Plasma pistol|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000145|Predator autocannon|Ranged Weapons|||false|SM|Space Marines||
000000146|Reaper autocannon|Ranged Weapons|||false|SM|Space Marines||
000000147|Skyhammer missile launcher|Ranged Weapons|||false|SM|Space Marines||
000000148|Skyspear missile launcher|Ranged Weapons|||false|SM|Space Marines||
000000149|Scout sniper rifle|Ranged Weapons|||false|SM|Space Marines||
000000150|Special issue boltgun|Ranged Weapons|||false|SM|Space Marines||
000000151|Storm bolter|Ranged Weapons|||false|SM|Space Marines||
000000152|Stormstrike missile launcher|Ranged Weapons|||false|SM|Space Marines||
000000153|Thunderfire cannon|Ranged Weapons|||false|SM|Space Marines||
000000154|Twin assault cannon|Ranged Weapons|||false|SM|Space Marines||
000000155|Twin autocannon|Ranged Weapons|||false|SM|Space Marines||
000000156|Twin boltgun|Ranged Weapons|||false|SM|Space Marines||
000000157|Twin heavy bolter|Ranged Weapons|||false|SM|Space Marines||
000000158|Twin heavy flamer|Ranged Weapons|||false|SM|Space Marines||
000000159|Twin heavy plasma cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000160|Twin lascannon|Ranged Weapons|||false|SM|Space Marines||
000000161|Twin multi-melta|Ranged Weapons|||false|SM|Space Marines||
000000162|Twin plasma gun|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|SM|Space Marines||
000000163|Typhoon missile launcher|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|SM|Space Marines||
000000164|Volkite charger|Ranged Weapons|||false|SM|Space Marines||
000000165|Whirlwind castellan launcher|Ranged Weapons|||false|SM|Space Marines||
000000166|Whirlwind vengeance launcher|Ranged Weapons|||false|SM|Space Marines||
000000167|Wrist-mounted grenade launcher|Ranged Weapons|||false|SM|Space Marines||
000000168|Boltstorm gauntlet (melee)|Melee Weapons|||false|SM|Space Marines||
000000169|Chainfist|Melee Weapons|||false|SM|Space Marines||
000000170|Chainsword|Melee Weapons|||false|SM|Space Marines||
000000171|Champion’s blade|Melee Weapons|||false|SM|Space Marines||
000000172|Combat knife|Melee Weapons|||false|SM|Space Marines||
000000173|Crozius arcanum|Melee Weapons|||false|SM|Space Marines||
000000175|Dreadnought combat weapon|Melee Weapons|||false|SM|Space Marines||
000000176|Eviscerator|Melee Weapons|||false|SM|Space Marines||
000000177|Force axe|Melee Weapons|||false|SM|Space Marines||
000000178|Force stave|Melee Weapons|||false|SM|Space Marines||
000000179|Force sword|Melee Weapons|||false|SM|Space Marines||
000000180|Lightning claw|Melee Weapons|||false|SM|Space Marines||
000000181|Master-crafted power sword|Melee Weapons|||false|SM|Space Marines||
000000182|Power axe|Melee Weapons|||false|SM|Space Marines||
000000183|Power fist|Melee Weapons|||false|SM|Space Marines||
000000184|Power lance|Melee Weapons|||false|SM|Space Marines||
000000185|Power maul|Melee Weapons|||false|SM|Space Marines||
000000186|Power sword|Melee Weapons|||false|SM|Space Marines||
000000187|Relic blade|Melee Weapons|||false|SM|Space Marines||
000000188|Seismic hammer|Melee Weapons|||false|SM|Space Marines||
000000189|Servo-arm|Melee Weapons|||false|SM|Space Marines||
000000190|Siege drills|Melee Weapons|||false|SM|Space Marines||
000000191|Thunder hammer|Melee Weapons|||false|SM|Space Marines||
000000196|Hand of Dominion (shooting)|Ranged Weapons|||false|SM|Space Marines||
000000197|The Emperor’s Sword|Melee Weapons|||false|SM|Space Marines||
000000198|Hand of Dominion (melee)|Melee Weapons|||false|SM|Space Marines||
000000199|Fist of Dorn|Melee Weapons|||false|SM|Space Marines||
000000200|Dorn’s Arrow|Ranged Weapons|||false|SM|Space Marines||
000000201|Gauntlets of Ultramar (shooting)|Ranged Weapons|||false|SM|Space Marines||
000000202|Gauntlets of Ultramar (melee)|Melee Weapons|||false|SM|Space Marines||
000000203|The Talassarian Tempest Blade|Melee Weapons|||false|SM|Space Marines||
000000204|The Rod of Tigurius|Melee Weapons|||false|SM|Space Marines||
000000205|Infernus|Ranged Weapons|Before selecting targets, select one or both of the profiles below to make attacks with. If you select both, then each time an attack is made with this weapon this phase, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.||false|SM|Space Marines||
000000206|Quietus|Ranged Weapons|||false|SM|Space Marines||
000000207|Sword of the High Marshals|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|SM|Space Marines||
000000208|Black Sword|Melee Weapons|Each time an attack is made with this weapon, select one of the profiles below to make that attack with.||false|SM|Space Marines||
000000210|Raven’s Talons|Melee Weapons|||false|SM|Space Marines||
000000211|Gauntlet of the Forge|Ranged Weapons|||false|SM|Space Marines||
000000212|Spear of Vulkan|Melee Weapons|||false|SM|Space Marines||
000000213|Moonfang|Melee Weapons|||false|SM|Space Marines||
000000252|Redemption missile silo|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with. Units that are <a href="/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within">wholly within</a> 12" of the firing model are not eligible targets for this weapon.||false|UN|Unaligned||
000000258|Nightwing|Ranged Weapons|||false|SM|Space Marines||
000000300|Gatling psilencer|Ranged Weapons|||false|GK|Grey Knights||
000000301|Heavy incinerator|Ranged Weapons|||false|GK|Grey Knights||
000000302|Heavy psycannon|Ranged Weapons|||false|GK|Grey Knights||
000000303|Incinerator|Ranged Weapons|||false|GK|Grey Knights||
000000304|Psilencer|Ranged Weapons|||false|GK|Grey Knights||
000000305|Psycannon|Ranged Weapons|||false|GK|Grey Knights||
000000306|Psyk-out grenades|Ranged Weapons|||false|GK|Grey Knights||
000000307|Black Blade of Antwyr|Melee Weapons|||false|GK|Grey Knights||
000000308|Dreadfist|Melee Weapons|||false|GK|Grey Knights||
000000309|Malleus Argyrum|Melee Weapons|||false|GK|Grey Knights||
000000310|Nemesis daemon greathammer|Melee Weapons|||false|GK|Grey Knights||
000000311|Nemesis daemon hammer|Melee Weapons|||false|GK|Grey Knights||
000000312|Nemesis falchion|Melee Weapons|||false|GK|Grey Knights||
000000313|Nemesis force halberd|Melee Weapons|||false|GK|Grey Knights||
000000314|Nemesis force sword|Melee Weapons|||false|GK|Grey Knights||
000000315|Nemesis greatsword|Melee Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|GK|Grey Knights||
000000316|Nemesis warding stave|Melee Weapons|||false|GK|Grey Knights||
000000317|The Titansword|Melee Weapons|||false|GK|Grey Knights||
000000325|Airbursting fragmentation projector|Ranged Weapons|||false|TAU|T’au Empire||
000000326|Burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000327|Cluster rocket system|Ranged Weapons|||false|TAU|T’au Empire||
000000328|Cyclic ion blaster|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000329|Cyclic ion raker|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000330|Destroyer missile|Ranged Weapons|||false|TAU|T’au Empire||
000000331|Fusion blaster|Ranged Weapons|||false|TAU|T’au Empire||
000000332|Fusion collider|Ranged Weapons|||false|TAU|T’au Empire||
000000333|Heavy burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000334|Heavy rail rifle|Ranged Weapons|||false|TAU|T’au Empire||
000000335|High-output burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000336|High-yield missile pod|Ranged Weapons|||false|TAU|T’au Empire||
000000337|Ion accelerator|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000338|Ion cannon|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000339|Ion rifle|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000340|Kroot gun|Ranged Weapons|||false|TAU|T’au Empire||
000000341|Kroot rifle (shooting)|Ranged Weapons|||false|TAU|T’au Empire||
000000342|Longshot pulse rifle|Ranged Weapons|||false|TAU|T’au Empire||
000000343|Markerlight|Ranged Weapons|||false|TAU|T’au Empire||
000000344|Missile pod|Ranged Weapons|||false|TAU|T’au Empire||
000000345|Neutron blaster|Ranged Weapons|||false|TAU|T’au Empire||
000000346|Photon grenade|Ranged Weapons|||false|TAU|T’au Empire||
000000347|Plasma rifle|Ranged Weapons|||false|TAU|T’au Empire||
000000348|Pulse blastcannon|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000349|Pulse blaster|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000351|Pulse carbine|Ranged Weapons|||false|TAU|T’au Empire||
000000352|Pulse driver cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000353|Pulse pistol|Ranged Weapons|||false|TAU|T’au Empire||
000000354|Pulse rifle|Ranged Weapons|||false|TAU|T’au Empire||
000000355|Quad ion turret|Ranged Weapons|When attacking with this weapon, choose one of the profiles below. Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for this weapon against targets that can’t <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a>.||false|TAU|T’au Empire||
000000356|Rail rifle|Ranged Weapons|||false|TAU|T’au Empire||
000000357|Railgun|Ranged Weapons|When attacking with this weapon, choose one of the profiles below.||false|TAU|T’au Empire||
000000358|Seeker missile|Ranged Weapons|||false|TAU|T’au Empire||
000000359|Smart missile system|Ranged Weapons|||false|TAU|T’au Empire||
000000360|Supremacy railgun|Ranged Weapons|||false|TAU|T’au Empire||
000000361|Dawn Blade|Melee Weapons|||false|TAU|T’au Empire||
000000362|Equalizers|Melee Weapons|||false|TAU|T’au Empire||
000000363|Honour blade|Melee Weapons|||false|TAU|T’au Empire||
000000364|Kroot rifle (melee)|Melee Weapons|||false|TAU|T’au Empire||
000000365|Krootox fists|Melee Weapons|||false|TAU|T’au Empire||
000000366|Ripping fangs|Melee Weapons|||false|TAU|T’au Empire||
000000367|Ritual blade|Melee Weapons|||false|TAU|T’au Empire||
000000368|Crushing feet|Melee Weapons|||false|TAU|T’au Empire||
000000371|Twin hazard burst cannons|Ranged Weapons|||false|TAU|T’au Empire||
000000372|Twin plasma rifle|Ranged Weapons|||false|TAU|T’au Empire||
000000373|Defensive charge|Ranged Weapons|||false|TAU|T’au Empire||
000000374|Experimental pulse submunitions rifle|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000375|Fletchette pod|Ranged Weapons|||false|TAU|T’au Empire||
000000376|Fusion cascade|Ranged Weapons|||false|TAU|T’au Empire||
000000377|Fusion eradicator|Ranged Weapons|||false|TAU|T’au Empire||
000000378|Heavy rail cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000380|High intensity markerlight|Ranged Weapons|||false|TAU|T’au Empire||
000000381|Ionic discharge cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with. You can only select the Nova profile as described in this model’s <span class="redfont">Nova Reactor</span> ability.||false|TAU|T’au Empire||
000000382|Long-barrelled burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000385|Nexus missile launcher|Ranged Weapons|||false|TAU|T’au Empire||
000000386|Phased ion gun|Ranged Weapons|||false|TAU|T’au Empire||
000000387|Phased plasma-flamer|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with. You can only select the Nova profile as described in this model’s <span class="redfont">Nova Reactor</span> ability.||false|TAU|T’au Empire||
000000388|Pulse submunitions cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with. You can only select the Nova profile as described in this model’s <span class="redfont">Nova Reactor</span> ability.||false|TAU|T’au Empire||
000000390|Pulse ordnance driver|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000391|Skyspear missile rack|Ranged Weapons|||false|TAU|T’au Empire||
000000392|Swiftstrike railgun|Ranged Weapons|||false|TAU|T’au Empire||
000000393|Tri-axis ion cannon|Ranged Weapons|Before selecting targets, select one of the profiles below to make attacks with.||false|TAU|T’au Empire||
000000395|Twin swiftstrike burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000396|Twin T’au plasma cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000397|Swiftstrike burst cannon|Ranged Weapons|||false|TAU|T’au Empire||
000000398|Acid maw|Melee Weapons|||false|TYR|Tyranids||
000000399|Biostatic rattle|Melee Weapons|||false|TYR|Tyranids||
000000400|Blinding venom|Melee Weapons|||false|TYR|Tyranids||
000000401|Bone mace|Melee Weapons|||false|TYR|Tyranids||
000000402|Bone sabres|Melee Weapons|||false|TYR|Tyranids||
000000403|Boneswords|Melee Weapons|||false|TYR|Tyranids||
000000404|Claws and teeth|Melee Weapons|||false|TYR|Tyranids||
000000405|Crushing claws|Melee Weapons|||false|TYR|Tyranids||
000000406|Distensible jaws|Melee Weapons|||false|TYR|Tyranids||
000000407|Grasping talons|Melee Weapons|||false|TYR|Tyranids||
000000408|Lash whip and bonesword|Melee Weapons|||false|TYR|Tyranids||
000000409|Lash whip and monstrous bonesword|Melee Weapons|||false|TYR|Tyranids||
000000410|Monstrous boneswords|Melee Weapons|||false|TYR|Tyranids||
000000411|Massive crushing claws|Melee Weapons|||false|TYR|Tyranids||
000000412|Monstrous crushing claws|Melee Weapons|||false|TYR|Tyranids||
000000413|Monstrous rending claws|Melee Weapons|||false|TYR|Tyranids||
000000414|Massive scything talons|Melee Weapons|||false|TYR|Tyranids||
000000415|Monstrous scything talons|Melee Weapons|||false|TYR|Tyranids||
000000416|Massive toxic lashes (melee)|Melee Weapons|||false|TYR|Tyranids||
000000417|Powerful limbs|Melee Weapons|||false|TYR|Tyranids||
000000418|Prehensile pincer tail|Melee Weapons|||false|TYR|Tyranids||
000000419|Ravenous maw|Melee Weapons|||false|TYR|Tyranids||
000000420|Rending claws|Melee Weapons|||false|TYR|Tyranids||
000000421|Shovelling claws|Melee Weapons|||false|TYR|Tyranids||
000000422|Scything talons|Melee Weapons|||false|TYR|Tyranids||
000000423|Scything wings|Melee Weapons|||false|TYR|Tyranids||
000000424|Thresher scythe|Melee Weapons|||false|TYR|Tyranids||
000000425|Toxic lashes (melee)|Melee Weapons|||false|TYR|Tyranids||
000000426|Toxinspike|Melee Weapons|||false|TYR|Tyranids||
000000427|Wicked spur|Melee Weapons|||false|TYR|Tyranids||
000000428|Acid spray|Ranged Weapons|||false|TYR|Tyranids||
000000429|Barbed strangler|Ranged Weapons|||false|TYR|Tyranids||
000000430|Bio-electric pulse|Ranged Weapons|||false|TYR|Tyranids||
000000431|Bio-electric pulse with containment spines|Ranged Weapons|||false|TYR|Tyranids||
000000432|Bio-plasma|Ranged Weapons|||false|TYR|Tyranids||
000000433|Bio-plasmic cannon|Ranged Weapons|||false|TYR|Tyranids||
000000434|Choking spores|Ranged Weapons|||false|TYR|Tyranids||
000000435|Deathspitter|Ranged Weapons|||false|TYR|Tyranids||
000000436|Deathspitter with slimer maggots|Ranged Weapons|||false|TYR|Tyranids||
000000437|Devourer|Ranged Weapons|||false|TYR|Tyranids||
000000438|Devourer with brainleech worms|Ranged Weapons|||false|TYR|Tyranids||
000000439|Drool cannon|Ranged Weapons|||false|TYR|Tyranids||
000000440|Flamespurt|Ranged Weapons|||false|TYR|Tyranids||
000000441|Flesh hooks|Ranged Weapons|||false|TYR|Tyranids||
000000442|Fleshborer|Ranged Weapons|||false|TYR|Tyranids||
000000443|Fleshborer hive|Ranged Weapons|||false|TYR|Tyranids||
000000444|Grasping tongue|Ranged Weapons|||false|TYR|Tyranids||
000000445|Heavy venom cannon|Ranged Weapons|||false|TYR|Tyranids||
000000446|Impaler cannon|Ranged Weapons|||false|TYR|Tyranids||
000000447|Massive toxic lashes (shooting)|Ranged Weapons|||false|TYR|Tyranids||
000000448|Rupture cannon|Ranged Weapons|||false|TYR|Tyranids||
000000449|Shockcannon|Ranged Weapons|||false|TYR|Tyranids||
000000450|Spike rifle|Ranged Weapons|||false|TYR|Tyranids||
000000451|Spinefists|Ranged Weapons|||false|TYR|Tyranids||
000000452|Spinemaws|Ranged Weapons|||false|TYR|Tyranids||
000000453|Spore mine launcher|Ranged Weapons|||false|TYR|Tyranids||
000000454|Stinger salvo|Ranged Weapons|||false|TYR|Tyranids||
000000455|Stranglethorn cannon|Ranged Weapons|||false|TYR|Tyranids||
000000456|Strangleweb|Ranged Weapons|||false|TYR|Tyranids||
000000457|Tentaclids|Ranged Weapons|||false|TYR|Tyranids||
000000458|Toxic lashes (shooting)|Ranged Weapons|||false|TYR|Tyranids||
000000459|Venom cannon|Ranged Weapons|||false|TYR|Tyranids||
000000469|Spore node|Ranged Weapons|||false|TYR|Tyranids||
000000470|Bio-acid spray|Ranged Weapons|||false|TYR|Tyranids||
000000471|Bio-cannon|Ranged Weapons|||false|TYR|Tyranids||
000000472|Bio-plasma torrent|Ranged Weapons|||false|TYR|Tyranids||
000000473|Dire bio-cannon|Ranged Weapons|||false|TYR|Tyranids||
000000474|Bio-flail|Melee Weapons|||false|TYR|Tyranids||
000000475|Grasping tail|Melee Weapons|||false|TYR|Tyranids||
000000477|Lashwhip pods|Melee Weapons|||false|TYR|Tyranids||
